P1_Set,P1_Process,P2_Set,P2_Process,T1_Set,T1_Process,T2_Process,P7_Set,P7_Process,T7_Set,T7_Process,Volt_Set,Volt_Process,T_Amb_Set,T_Amb_Process,TWI,TWO,Frequency,Volt1,Volt2,Volt3,Power,Current1,Current2,TC1,TC2,TC3,TC4,TC5,Oiltemp,MF_Suc,Dens_Suc,T_Suc,MF_Dis,Dens_Dis,T_Dis,MF_Oil,Dens_Oil,h1,s1,v1,cp1,te,h2,s2,v2,cp2,tc,h2is,t2is,v2is,cp2is
6,5.971726,24,24.008997,17.92,18.944639,92.42289,NaN,8.34675,NaN,41.98457,400,399.864532,25,30.838039,11.222161,72.238602,49.976746,401.292603,398.353729,400.019348,4162.956055,9.286397,9.498681,67.674202,57.422089,12.960732,85.538994,51.887882,27.762587,37.942478,13.138247,19.296469,37.856312,43.023426,90.727654,0,69.602242,603.592611925778,2.43546402301716,0.0819363208875736,1.81994579056774,7.75991554603678,700.483010972982,2.51333243327878,0.0218165654441562,2.49157941566256,66.2226607721947,672.450872571005,81.4085993944443,0.020133047712313,2.61483966471111
6,5.974324,24,24.012539,17.92,18.945171,92.420769,NaN,8.351092,NaN,42.015766,400,399.954742,25,30.849899,11.236112,72.188301,49.981506,401.366486,398.454437,400.082367,4164.683105,9.306302,9.516324,67.71006,57.435104,12.923698,85.543533,51.889244,27.775625,37.899662,13.115339,19.308647,37.88953,42.969517,90.77478,0,69.532417,603.583803288106,2.43536100705767,0.0818958575454515,1.82006130454664,7.77502920511193,700.466796943015,2.51326694518033,0.0218117464006605,2.49176864298588,66.2300652807343,672.421477836122,81.4024774224204,0.0201275058911738,2.61522904742022
6,5.975657,24,24.016792,17.92,18.955107,92.52375,NaN,8.354437,NaN,42.08556,400,400.006104,25,30.868561,11.242448,72.164703,49.981506,401.279541,398.239044,399.953796,4163.538086,9.310446,9.508941,67.721115,57.420593,12.975954,85.504433,51.874256,27.783813,37.91494,13.094505,19.309242,37.881393,42.976925,90.78524,0,69.596222,603.596871142038,2.43536837526891,0.0818790633824293,1.82013271840841,7.78278193848365,700.710259124885,2.51390745226279,0.0218211584173649,2.49122128768142,66.2389550443464,672.43264972286,81.4128956951349,0.020123755947406,2.61540531566665
6,5.976512,24,24.021008,17.92,18.958414,92.639435,NaN,8.35605,NaN,42.161282,400,399.971252,25,30.878569,11.228147,72.277512,49.981506,401.279541,398.239044,399.953796,4163.538086,9.310446,9.508941,67.698654,57.399494,13.040565,85.512199,51.875656,27.783813,37.91494,13.094505,19.309242,37.881393,42.976925,90.78524,0,69.596222,603.599672726301,2.43535400188818,0.0818670412086858,1.82017467278337,7.78775394804182,700.985439294434,2.51463470142963,0.0218324314636151,2.49058370800436,66.2477663044081,672.436036693232,81.4202835131185,0.0201195599009384,2.61562829768649
6,5.97851,24,24.025675,17.92,18.948009,92.727791,NaN,8.358517,NaN,42.1884,400,399.998535,25,30.883835,11.201495,72.4217,49.981506,401.426819,398.446808,400.145233,4165.609863,9.309586,9.516555,67.690674,57.383812,13.158006,85.627449,51.887691,27.783251,37.936543,13.107836,19.272987,37.937653,43.008526,90.757942,0,69.614281,603.573213333605,2.43520743423905,0.0818315443520739,1.82024999818281,7.79937069678988,701.191131540229,2.5151691014067,0.0218391882297464,2.49017037955211,66.2575187830689,672.393456898946,81.4107516550986,0.0201120236190501,2.61616637410187
6,5.978904,24,24.030333,17.92,18.948009,92.727791,NaN,8.360184,NaN,42.1884,400,399.998535,25,30.883835,11.19249,72.468971,49.981506,401.426819,398.446808,400.145233,4165.609863,9.309586,9.516555,67.676064,57.386311,13.206397,85.564224,51.9077,27.783251,37.936543,13.107836,19.272987,37.937653,43.008526,90.757942,0,69.614281,603.571730204819,2.43519131920172,0.0818253863073089,1.82026742941009,7.80166114783964,701.176819276707,2.51510218404472,0.0218332597589154,2.49039645524631,66.2672510384634,672.397110174198,81.4188812815291,0.0201073861541551,2.61641351881822
6,5.98208,24,24.035248,17.92,18.938742,92.748108,NaN,8.364378,NaN,42.208012,400,399.934235,25,30.878479,11.216148,72.370918,49.981506,401.236359,398.253235,399.996002,4165.365723,9.292118,9.497716,67.591652,57.36488,13.149927,85.51664,51.928062,27.775658,38.000813,13.064499,19.292717,37.90863,43.031059,90.756599,0,69.538445,603.542903975992,2.43500368916681,0.0817719869939181,1.82039641652695,7.82012019698396,701.212315450207,2.51516987128603,0.0218299248563715,2.49048804649244,66.2775187266446,672.340464416897,81.4043397082499,0.0200987172362491,2.61705562144729
6,5.986178,24,24.040684,17.92,18.931543,92.782707,NaN,8.368143,NaN,42.22411,400,399.858948,25,30.871574,11.23722,72.294151,49.981506,401.361359,398.361969,400.132996,4169.168945,9.299517,9.503923,67.52169,57.348549,13.036062,85.521629,51.953175,27.789154,38.019539,13.071163,19.270393,38.002762,43.138981,90.691574,0,69.669655,603.514365281489,2.43479130195602,0.0817051105759195,1.82056896549502,7.84392723389277,701.281785170527,2.51532729428779,0.0218279799107975,2.49050161791624,66.2888729772251,672.276086415029,81.3876057201509,0.0200890244523755,2.61777802053823
6,5.986503,24,24.045443,17.92,18.921734,92.760361,NaN,8.371627,NaN,42.219383,400,399.875214,25,30.871471,11.23686,72.344856,49.981506,401.361359,398.361969,400.132996,4169.168945,9.299517,9.503923,67.541885,57.340935,13.003609,85.550499,51.967758,27.789154,38.019539,13.071163,19.270393,38.002762,43.138981,90.691574,0,69.669655,603.495283088534,2.43471687812779,0.0816960351547275,1.82057118578275,7.84581478169321,701.211507504704,2.51510685522973,0.0218187207976531,2.49089429906751,66.2988115879025,672.259259287742,81.3880627475563,0.0200830099966113,2.61816122144391
6,5.986572,24,24.052441,17.92,18.914658,92.74424,NaN,8.371603,NaN,42.203625,400,399.951599,25,30.865032,11.254951,72.501053,49.981506,401.317444,398.331573,400.074524,4169.055664,9.285703,9.500853,67.570389,57.336124,13.01149,85.542305,51.982883,27.785673,37.998726,13.06075,19.25864,37.968231,43.124519,90.709152,0,69.563721,603.482140806844,2.43466995083193,0.0816920676583488,1.82056546280988,7.84621551284977,701.149837809043,2.51489659551168,0.0218075126346578,2.49135139735705,66.3134234073329,672.256673041907,81.3971992962144,0.0200755532551695,2.6185847133525
