P1_Set,P1_Process,P2_Set,P2_Process,T1_Set,T1_Process,T2_Process,P7_Set,P7_Process,T7_Set,T7_Process,Volt_Set,Volt_Process,T_Amb_Set,T_Amb_Process,TWI,TWO,Frequency,Volt1,Volt2,Volt3,Power,Current1,Current2,TC1,TC2,TC3,TC4,TC5,Oiltemp,MF_Suc,Dens_Suc,T_Suc,MF_Dis,Dens_Dis,T_Dis,MF_Oil,Dens_Oil,h1,s1,v1,cp1,te,h2,s2,v2,cp2,tc,h2is,t2is,v2is,cp2is
8,7.91297,24,24.403885,28.32,28.722254,87.99585,NaN,10.907219,NaN,46.011089,400,399.954712,25,34.199413,11.306614,70.692146,50.021931,401.456299,398.09256,400.344177,4196.452148,9.36797,9.461725,65.395058,58.566559,22.828417,82.239693,53.308178,32.080708,50.921547,16.985828,30.064589,50.969063,43.806583,86.500626,NaN,144.450623,614.591069377664,2.4259881060827,0.0621327940936849,1.91569423671066,17.9084275524095,688.049151962751,2.47680311871756,0.0206685663202778,2.55360409968421,67.0431701695891,669.876827713614,81.0068164911967,0.0195670161812975,2.65558792338387
8,7.913481,24,24.402185,28.32,28.717529,87.973717,NaN,10.904915,NaN,46.024708,400,399.91806,25,34.181076,11.32565,70.950516,50.021931,401.403137,398.13916,400.2901,4195.949219,9.374794,9.472455,65.429359,58.486469,22.830578,82.231964,53.320728,32.082726,50.879108,17.028332,30.0334,50.97871,43.785549,86.497452,NaN,144.362747,614.580116936765,2.42594130689517,0.0621264920987571,1.91571776473489,17.9108431152367,687.998378736481,2.47667225435079,0.0206673339596072,2.55374518576123,67.039659295258,669.856927263124,80.9968270165999,0.0195674905212789,2.6556249068038
8,7.912478,24,24.399897,28.32,28.711567,87.920685,NaN,10.901629,NaN,46.055264,400,399.924988,25,34.164261,11.316691,70.887947,50.021931,401.368347,398.138153,400.282593,4194.395996,9.366817,9.462982,65.455139,58.489231,22.803766,82.229088,53.313446,32.101204,50.872337,17.037708,30.031601,50.997208,43.802689,86.489105,NaN,144.199005,614.572426560664,2.42593647452904,0.0621338488272087,1.91566958544642,17.9061016966028,687.870676384518,2.47633169713473,0.0206621662796508,2.55419490470731,67.0349337814341,669.850738648184,80.9911373919043,0.0195694114404838,2.6555282174668
8,7.910977,24,24.397203,28.32,28.711567,87.920685,NaN,10.902655,NaN,46.055264,400,399.924988,25,34.164261,11.313479,70.710899,50.021931,401.368347,398.138153,400.282593,4194.395996,9.366817,9.462982,65.409065,58.504948,22.810574,82.241714,53.299667,32.101204,50.872337,17.037708,30.031601,50.997208,43.802689,86.489105,NaN,144.199005,614.578009849846,2.42598587010755,0.0621477982694905,1.91559865825357,17.8990052880347,687.879793003421,2.47637236356615,0.0206655053010239,2.55402764980302,67.0293693100877,669.862959202654,80.9917843409413,0.0195728884619842,2.65527570820649
8,7.9114,24,24.393295,28.32,28.714184,87.960815,NaN,10.900616,NaN,46.121223,400,399.961243,25,34.157681,11.307184,70.763062,50.021931,401.528961,398.307556,400.422913,4194.570313,9.373325,9.458179,65.327545,58.46616,22.836361,82.226707,53.286278,32.130539,50.870499,17.028334,30.05212,50.942646,43.704506,86.538101,NaN,143.991959,614.581449632681,2.42598855674435,0.0621447278571422,1.91561899097438,17.901005242237,687.995490356413,2.47671514599142,0.0206764062855078,2.55333810711826,67.0212964949272,669.85626086856,80.9835241843889,0.0195764124447396,2.65508306791101
8,7.910133,24,24.390537,28.32,28.721964,88.020615,NaN,10.901158,NaN,46.181789,400,400.038513,25,34.149403,11.293571,70.829399,50.021931,401.528961,398.307556,400.422913,4194.570313,9.373325,9.458179,65.362915,58.440872,22.866072,82.244217,53.285847,32.130539,50.870499,17.028334,30.05212,50.942646,43.704506,86.538101,NaN,143.991959,614.601065155639,2.42607962357328,0.0621590659861455,1.91556018186233,17.8950146006093,688.157473532602,2.4771794731602,0.0206888455638633,2.55250407294027,67.0155986676131,669.883111172804,80.9895888488979,0.0195808668065448,2.65472296359642
8,7.908987,24,24.38777,28.32,28.731766,88.125702,NaN,10.899194,NaN,46.262581,400,400.014465,25,34.143448,11.284715,70.839989,50.021931,401.38504,398.169739,400.301239,4194.271973,9.368258,9.448191,65.451393,58.43959,22.852783,82.257912,53.295197,32.107597,50.885639,17.0075,30.079901,50.878613,43.704319,86.533928,NaN,143.88121,614.624102669239,2.42617953761601,0.0621729483038701,1.91550740875489,17.8895954643763,688.434972344361,2.47796354826813,0.0207081120416775,2.55117543290178,67.0098817606684,669.913076381372,80.996815845934,0.0195855249990209,2.65434054286613
8,7.908278,24,24.385248,28.32,28.735645,88.188385,NaN,10.896225,NaN,46.359859,400,399.959198,25,34.158325,11.276278,70.819565,50.021931,401.459167,398.249878,400.370453,4193.915039,9.369523,9.45336,65.498795,58.443844,22.85515,82.240471,53.302849,32.118641,50.806213,16.985224,30.119612,50.853653,43.682453,86.54953,NaN,143.238388,614.634168941957,2.42622748526443,0.0621808193998627,1.91547448025187,17.8862424983735,688.603354592944,2.47844404380059,0.0207206764521699,2.55033452475665,67.0046706245803,669.925117023396,80.99765101454,0.0195888203458319,2.6541004283028
8,7.908278,24,24.385248,28.32,28.733776,88.149513,NaN,10.896225,NaN,46.462479,400,399.999939,25,34.195301,11.250774,70.709579,50.021931,401.459167,398.249878,400.370453,4193.915039,9.369523,9.45336,65.507179,58.429916,22.845642,82.268196,53.295216,32.118641,50.806213,16.985224,30.119612,50.853653,43.682453,86.54953,NaN,143.238388,614.630588920397,2.42621562636123,0.0621802042540706,1.91547422010038,17.8862424983735,688.504209731391,2.47816964672822,0.0207148254714101,2.55075959969337,67.0046706245803,669.920917230087,80.9960686442079,0.0195885587863212,2.654130172809
8,7.907365,24,24.381464,28.32,28.735249,88.087692,NaN,10.89712,NaN,46.53511,400,399.997498,25,34.216789,11.236497,70.756927,50.021931,401.458679,398.211121,400.353699,4195.287109,9.370429,9.451082,65.491867,58.434517,22.84589,82.281441,53.276779,32.125465,50.845074,16.990841,30.119072,50.940121,43.706879,86.527611,NaN,142.773712,614.636804756696,2.42625502321103,0.0621891826201846,1.91543133710149,17.881924460432,688.359255933316,2.47779010590757,0.0207102095461534,2.55120541051131,66.9968510948602,669.927456298193,80.9929793643885,0.0195927863256457,2.65385164794217
8,7.906529,24,24.379108,28.32,28.739532,88.076401,NaN,10.893723,NaN,46.581059,400,400.011353,25,34.226509,11.221406,70.775345,50.022324,401.389832,398.144958,400.276367,4190.524414,9.365842,9.447328,65.435493,58.453331,22.873814,82.327568,53.259056,32.145634,50.803867,16.97731,30.137789,50.920437,43.71579,86.517204,NaN,142.837509,614.648116303813,2.42630971561416,0.0621983713507539,1.91539249569253,17.8779702726976,688.338393341659,2.47774585977149,0.0207114320075503,2.55118465170517,66.9919820266218,669.942208837205,80.9950812691542,0.0195960844320372,2.65360272948796
