REPORT START/STOP
Start Time,27/05/2021,11:44:24
End Time,27/05/2021,14:08:27

Program,R454C_pi_5.5
Batch,Jumo,,,,,,,,,,,,,,
Product,HE,,,,,,,,,,,,,,

REPORT DESCRIPTION

RECORDED VALUES : FR_2
Date;Time,R1.P7.Setpoint_value,R1.P7.Process_value,R2.t7.Setpoint_value,R2.t7.Process_value,R2.Voltage.Setpoint_value,R2.Voltage.Process_value,R2.TAmb.Setpoint_value,R2.TAmb.Process_value
27/05/2021;11:47:11,?,6.475225,?,29.483109,400,399.928375,25,29.417799
27/05/2021;11:47:12,?,6.50524,?,29.647133,400,399.946533,25,29.418211
27/05/2021;11:47:13,?,6.532002,?,29.84206,400,399.910522,25,29.41925
27/05/2021;11:47:14,?,6.557646,?,29.997606,400,399.914825,25,29.426456
27/05/2021;11:47:15,?,6.58517,?,30.167999,400,399.928741,25,29.440886
27/05/2021;11:47:16,?,6.617732,?,30.32843,400,399.899963,25,29.448139
27/05/2021;11:47:17,?,6.617732,?,30.497007,400,399.855103,25,29.451345
27/05/2021;11:47:18,?,6.65217,?,30.636219,400,399.879303,25,29.46142
27/05/2021;11:47:19,?,6.688623,?,30.77393,400,399.894501,25,29.468023
27/05/2021;11:47:20,?,6.725347,?,30.77393,400,399.894501,25,29.468023
27/05/2021;11:47:21,?,6.751489,?,30.966228,400,399.819458,25,29.473721
27/05/2021;11:47:22,?,6.781641,?,31.1208,400,399.72113,25,29.483778
27/05/2021;11:47:23,?,6.8066,?,31.2759,400,399.694214,25,29.493771
27/05/2021;11:47:24,?,6.829182,?,31.418961,400,399.728821,25,29.506063
27/05/2021;11:47:25,?,6.855559,?,31.583782,400,399.823578,25,29.526602
27/05/2021;11:47:26,?,6.882174,?,31.738916,400,399.88855,25,29.554008
27/05/2021;11:47:27,?,6.904087,?,31.888876,400,399.912811,25,29.56675
27/05/2021;11:47:28,?,6.92255,?,32.01968,400,399.885956,25,29.577259
27/05/2021;11:47:29,?,6.945326,?,32.148357,400,399.838226,25,29.588324
27/05/2021;11:47:30,?,6.96965,?,32.251942,400,399.819214,25,29.596701
27/05/2021;11:47:31,?,6.991316,?,32.251942,400,399.819214,25,29.596701
27/05/2021;11:47:32,?,6.991316,?,32.366867,400,399.778076,25,29.596767
27/05/2021;11:47:33,?,7.010213,?,32.456039,400,399.798096,25,29.594427
27/05/2021;11:47:34,?,7.033554,?,32.554588,400,399.844025,25,29.611485
27/05/2021;11:47:35,?,7.057523,?,32.647594,400,400.020782,25,29.63339
27/05/2021;11:47:36,?,7.079607,?,32.763184,400,400.110016,25,29.654322
27/05/2021;11:47:37,?,7.101478,?,32.880344,400,400.144501,25,29.665438
27/05/2021;11:47:38,?,7.119937,?,33.002094,400,400.193542,25,29.660944
27/05/2021;11:47:39,?,7.139082,?,33.122299,400,400.291779,25,29.65877
27/05/2021;11:47:40,?,7.160046,?,33.221306,400,400.303619,25,29.663984
27/05/2021;11:47:41,?,7.172052,?,33.333885,400,400.264679,25,29.672733
27/05/2021;11:47:42,?,7.185033,?,33.333885,400,400.264679,25,29.672733
27/05/2021;11:47:43,?,7.185033,?,33.476025,400,400.241272,25,29.678577
