REPORT START/STOP
Start Time,12/01/2021,14:55:29
End Time,12/01/2021,15:54:18

Program,R32_pi_4.5
Batch,Jumo,,,,,,,,,,,,,,
Product,HE,,,,,,,,,,,,,,

REPORT DESCRIPTION

RECORDED VALUES : FR_1
Date;Time,R1.P1.Setpoint_value,R1.P1.Process_value,R1.P2.Setpoint_value,R1.P2.Process_value,R2.t1.Setpoint_value,R2.t1.Process_value,R2.t2.Process_value
12/01/2021;14:57:59,9.839492,5.469123,18.658342,26.640423,6.689274,-3.622269,94.16954
12/01/2021;14:58:00,9.809906,5.456975,18.681828,26.633564,6.612166,-3.579146,94.210365
12/01/2021;14:58:01,9.771915,5.44911,18.711985,26.626011,6.526245,-3.532704,94.269928
12/01/2021;14:58:02,9.771915,5.44911,18.711985,26.626011,6.440691,-3.50573,94.321541
12/01/2021;14:58:03,9.734247,5.446838,18.741886,26.620628,6.363949,-3.473036,94.429543
12/01/2021;14:58:04,9.700459,5.442349,18.768709,26.615364,6.363949,-3.473036,94.429543
12/01/2021;14:58:05,9.666832,5.441278,18.795403,26.608767,6.287575,-3.452288,94.550201
12/01/2021;14:58:06,9.628839,5.44505,18.82556,26.60449,6.201655,-3.436379,94.639641
12/01/2021;14:58:07,9.595213,5.447812,18.852253,26.59985,6.13446,-3.399137,94.756844
12/01/2021;14:58:08,9.561586,5.449528,18.878946,26.59535,6.048539,-3.353511,94.938614
12/01/2021;14:58:09,9.52796,5.448568,18.90564,26.591768,5.962618,-3.329072,95.106148
12/01/2021;14:58:10,9.489968,5.446918,18.935799,26.585318,5.885877,-3.297167,95.250496
12/01/2021;14:58:11,9.456342,5.450836,18.962492,26.580299,5.809503,-3.264677,95.380547
12/01/2021;14:58:12,9.422392,5.453606,18.989443,26.577841,5.723582,-3.223985,95.492546
12/01/2021;14:58:13,9.384562,5.457394,19.019472,26.574327,5.656387,-3.178404,95.556625
12/01/2021;14:58:14,9.384562,5.457394,19.019472,26.574327,5.570467,-3.122459,95.597557
12/01/2021;14:58:15,9.346893,5.460791,19.049374,26.570986,5.494092,-3.06635,95.657288
12/01/2021;14:58:16,9.316985,5.463519,19.073114,26.569395,5.41735,-3.010722,95.749268
12/01/2021;14:58:17,9.279317,5.465616,19.103016,26.566322,5.41735,-3.010722,95.749268
12/01/2021;14:58:18,9.245689,5.468989,19.129711,26.560163,5.340609,-2.944839,95.8843
12/01/2021;14:58:19,9.209476,5.478314,19.158457,26.558737,5.263501,-2.875598,96.077026
12/01/2021;14:58:20,9.175527,5.480739,19.185408,26.558231,5.171705,-2.815522,96.253059
12/01/2021;14:58:21,9.1419,5.481813,19.212101,26.55629,5.095699,-2.756619,96.400612
12/01/2021;14:58:22,9.104231,5.48927,19.242002,26.555403,5.019324,-2.688098,96.49173
12/01/2021;14:58:23,9.06624,5.495688,19.27216,26.5529,4.932302,-2.61354,96.567719
12/01/2021;14:58:24,9.032614,5.50066,19.298853,26.550911,4.856295,-2.539338,96.678246
12/01/2021;14:58:25,8.998987,5.503827,19.325546,26.548277,4.770741,-2.452621,96.756592
12/01/2021;14:58:26,8.965199,5.509167,19.352367,26.54882,4.684086,-2.363725,96.885742
12/01/2021;14:58:27,8.965199,5.509167,19.352367,26.54882,4.617259,-2.281657,96.972733
12/01/2021;14:58:28,8.927368,5.509326,19.382399,26.545847,4.617259,-2.281657,96.972733
12/01/2021;14:58:29,8.893742,5.51147,19.409092,26.545271,4.522158,-2.200602,97.083984
12/01/2021;14:58:30,8.859953,5.515755,19.435913,26.54644,4.454596,-2.13981,97.219543
12/01/2021;14:58:31,8.822124,5.523502,19.465944,26.54723,4.378589,-2.074605,97.403351
12/01/2021;14:58:32,8.788496,5.529173,19.492638,26.550898,4.283122,-1.993831,97.569733
12/01/2021;14:58:33,8.750505,5.5332,19.522795,26.553902,4.215928,-1.886641,97.720718
12/01/2021;14:58:34,8.716879,5.540071,19.549488,26.554178,4.139553,-1.78642,97.894211
12/01/2021;14:58:35,8.683251,5.54546,19.576181,26.555248,4.053632,-1.686747,98.122368
12/01/2021;14:58:36,8.64526,5.554785,19.60634,26.555149,3.97689,-1.591626,98.350517
12/01/2021;14:58:37,8.611633,5.560264,19.633034,26.553766,3.89097,-1.500671,98.519814
12/01/2021;14:58:38,8.577521,5.567648,19.660112,26.55151,3.805048,-1.407369,98.636917
12/01/2021;14:58:39,8.577521,5.567648,19.660112,26.55151,3.737854,-1.309374,98.788399
12/01/2021;14:58:40,8.544218,5.571196,19.686548,26.547634,3.66148,-1.215203,98.898209
12/01/2021;14:58:41,8.506388,5.581507,19.716579,26.545269,3.66148,-1.215203,98.898209
12/01/2021;14:58:42,8.468235,5.595303,19.746864,26.540289,3.564911,-1.088663,98.942863
12/01/2021;14:58:43,8.434608,5.610007,19.77356,26.536825,3.489271,-0.9909964799880981,98.928505
12/01/2021;14:58:44,8.401143,5.623072,19.800123,26.53558,3.412897,-0.8841392993927002,98.917213
12/01/2021;14:58:45,8.36299,5.637032,19.83041,26.532784,3.335789,-0.7621992230415344,98.889603
12/01/2021;14:58:46,8.329363,5.649613,19.857103,26.52906,3.259781,-0.6576892733573914,98.84623
12/01/2021;14:58:47,8.291695,5.663271,19.887005,26.525417,3.173861,-0.550823450088501,98.772232
12/01/2021;14:58:48,8.257907,5.67066,19.913826,26.523207,3.096752,-0.4537536203861237,98.726067
