P1_Set,P1_Process,P2_Set,P2_Process,T1_Set,T1_Process,T2_Process,P7_Set,P7_Process,T7_Set,T7_Process,Volt_Set,Volt_Process,T_Amb_Set,T_Amb_Process,TWI,TWO,Frequency,Volt1,Volt2,Volt3,Power,Current1,Current2,Current3,TC1,TC2,TC3,TC4,Oiltemp,MF_Suc,Dens_Suc,T_Suc,MF_Dis,Dens_Dis,T_Dis,MF_Oil,Dens_Oil,h1,s1,v1,cp1,te,h2,s2,v2,cp2,tc,h2is,t2is,v2is,cp2is
4,3.945225,24,24.086681,6.31,6.913149,98.930946,NaN,5.640277,NaN,39.118717,400,399.970337,25,34.169628,10.54731,70.035378,50.005383,401.325195,398.533966,400.194824,3973.556152,9.108009,9.284474,9.004217,71.549049,54.66737,4.480885,-30.599792,31.242083,53.650799,19.703436,7.123713,53.720993,91.470947,96.91404,0.381178230047226,289.947296,404.716351960204,1.82015684470459,0.0591379308416664,0.943999161857726,-4.0860118437493,471.734484982364,1.88524907272727,0.0111600374194832,1.24583023925612,60.7304217906719,448.125226064119,80.550019280183,0.00984779946123597,1.33821232391832
4,3.944488,24,24.088587,6.31,6.906318,98.962395,NaN,5.640727,NaN,39.10062,400,399.980011,25,34.169029,10.527331,70.072235,50.005383,400.971161,398.378357,399.947632,3972.585449,9.099403,9.299999,9.027479,71.62767,54.633171,4.521667,-30.581636,31.229229,53.652267,19.711975,7.110261,53.736992,91.475357,96.914322,0.385671705007553,288.674866,404.711637195304,1.82015557382351,0.0591481561262286,0.94397694638357,-4.09138550692592,471.77111355624,1.88534179428545,0.0111609574898202,1.24577013231512,60.7338570760875,448.126653460297,80.5536267693964,0.00984694332769741,1.3382480493401
4,3.9455,24,24.08811,6.31,6.90987,98.949051,NaN,5.640696,NaN,39.080948,400,399.905457,25,34.17025,10.518454,70.251083,50.005383,401.394806,398.556,400.283295,3973.117188,9.136606,9.30591,9.006337,71.644646,54.560379,4.480593,-30.586273,31.217791,53.724026,19.725712,7.091842,53.744835,91.467644,96.920883,0.380867689847946,288.42807,404.712609695591,1.82013767576695,0.0591323964438056,0.944009498179478,-4.08400694268704,471.755128042921,1.8853002653629,0.0111603662670229,1.24580142745287,60.7329973747304,448.11985320829,80.5479094721757,0.00984678069584294,1.33827805709698
4,3.945584,24,24.090082,6.31,6.914239,98.923004,NaN,5.639289,NaN,39.075539,400,399.980377,25,34.171059,10.505672,70.273132,50.005383,401.394806,398.556,400.283295,3973.117188,9.136606,9.30591,9.006337,71.666077,54.598347,4.520723,-30.570356,31.217791,53.724026,19.725712,7.091842,53.744835,91.467644,96.920883,0.380867689847946,288.42807,404.716536484653,1.82014992332894,0.0591322910989255,0.944010768035978,-4.08339455792731,471.720037830461,1.88520004458912,0.011157454158628,1.24591339610899,60.7365514363613,448.126126916038,80.5552262518812,0.00984617562496136,1.3382860220487
4,3.946939,24,24.089767,6.31,6.91282,98.928864,NaN,5.640039,NaN,39.076756,400,400.063446,25,34.169994,10.497251,70.241539,50.000507,401.355103,398.514709,400.217255,3971.173828,9.112435,9.273591,8.999447,71.637192,54.693996,4.525079,-30.548088,31.219028,53.674717,19.715931,7.093554,53.751213,91.478004,96.917992,0.384489923715591,287.838226,404.712009503478,1.82010515543528,0.0591093813500551,0.944056525123035,-4.07351758903968,471.72776048107,1.88522174478193,0.0111580314268036,1.24589044383533,60.7359837398873,448.109982414637,80.5427431442448,0.00984538655995048,1.33837632164094
4,3.947236,24,24.09269,6.31,6.91785,98.942101,NaN,5.641433,NaN,39.074383,400,400.080261,25,34.176014,10.488004,70.203568,50.000507,401.355103,398.514709,400.217255,3971.173828,9.112435,9.273591,8.999447,71.614822,54.752689,4.521737,-30.500671,31.219028,53.674717,19.715931,7.093554,53.751213,91.478004,96.917992,0.384489923715591,287.838226,404.716059473656,1.82011334806894,0.0591059376671739,0.944064671782646,-4.07135302146014,471.740340005551,1.88524678785228,0.0111571349837861,1.24590222520355,60.7412513659607,448.115757769075,80.5509553138946,0.0098442838859829,1.33840943038768
4,3.946356,24,24.093048,6.31,6.919766,98.936562,NaN,5.640375,NaN,39.065163,400,400.072113,25,34.188232,10.489262,70.178215,50.000507,401.391113,398.618469,400.280792,3971.847168,9.091455,9.290661,9.002398,71.594254,54.745827,4.517041,-30.477863,31.208229,53.764854,19.697582,7.096002,53.759663,91.438904,96.940254,0.391747981309891,287.979065,404.719938224331,1.8201457713174,0.059121106037738,0.944034606662287,-4.07776691823142,471.732959718462,1.88522587969544,0.0111565529520101,1.24592497088871,60.7418964920325,448.127578489094,80.560264689445,0.00984479881890165,1.33834626988522
4,3.94829,24,24.094324,6.31,6.919766,98.936562,NaN,5.642896,NaN,39.065163,400,400.072113,25,34.188232,10.490318,70.205803,50.000507,401.279327,398.494934,400.17981,3974.131348,9.127962,9.309614,9.013287,71.588165,54.669258,4.528203,-30.470083,31.206038,53.751472,19.702793,7.089601,53.747227,91.462914,96.915459,0.383277088403702,287.291718,404.715388961504,1.82008871345704,0.0590890209131267,0.944099202630642,-4.06367236500108,471.731251741715,1.88521746363329,0.0111557806280149,1.24594730738125,60.7441958151941,448.108652977862,80.5478255743585,0.00984306325954567,1.33849046217771
4,3.94829,24,24.094324,6.31,6.93476,98.898964,NaN,5.642896,NaN,39.046696,400,400.052948,25,34.195351,10.492126,70.221565,50.000507,401.279327,398.494934,400.17981,3974.131348,9.127962,9.309614,9.013287,71.538956,54.731144,4.516901,-30.443218,31.206038,53.751472,19.702793,7.089601,53.747227,91.462914,96.915459,0.383277088403702,287.291718,404.729544745256,1.82013925588096,0.0590934435960898,0.944093911288573,-4.06367236500108,471.684404509801,1.88509155314964,0.0111533004800233,1.24605931976062,60.7441958151941,448.126530061665,80.5611822673725,0.00984410878006163,1.33838230620015
4,3.948967,24,24.096165,6.31,6.966701,98.864586,NaN,5.642857,NaN,39.051105,400,400.023224,25,34.187748,10.505622,70.276299,50.000507,401.290161,398.649841,400.167145,3974.900635,9.096154,9.299737,9.020101,71.493874,54.739902,4.511702,-30.437546,31.198298,53.864952,19.704439,7.081182,53.770336,91.572388,96.846626,0.379152178764343,285.771332,404.758108335512,1.82022694942323,0.0590916383060643,0.94410528641715,-4.05873979329851,471.639099064808,1.88496425634457,0.0111499181082133,1.24619422396135,60.7475130774127,448.159361826656,80.5881683281935,0.009845121575676,1.33822669783976
4,3.95029,24,24.098255,6.31,7.00085,98.8508,NaN,5.644668,NaN,39.070377,400,400.046783,25,34.175247,10.51368,70.325211,50.000507,401.554779,398.67215,400.403748,3974.984863,9.112958,9.281498,9.005581,71.450081,54.770012,4.519688,-30.44519,31.225101,53.794235,19.700912,7.076436,53.757256,91.576553,96.846397,0.376037359237671,285.292206,404.787239522644,1.82030303502896,0.0590797783820255,0.944137471194477,-4.04910238461855,471.619117849979,1.88490428091684,0.0111477438445864,1.24627211917112,60.7512787528339,448.188334840299,80.6126043577962,0.0098457857560982,1.338100363802
4,3.948741,24,24.097748,6.31,7.023247,98.85379,NaN,5.643719,NaN,39.063618,400,400.137634,25,34.171501,10.50626,70.275185,50.000507,401.554779,398.67215,400.403748,3974.984863,9.112958,9.281498,9.005581,71.403221,54.770302,4.658724,-30.439247,31.225101,53.794235,19.700912,7.076436,53.757256,91.576553,96.846397,0.376037359237671,285.292206,404.812024031137,1.82042417372758,0.0591120584091431,0.944078078143639,-4.06038634041596,471.623523627047,1.8849176436851,0.011148247891658,1.24625427670351,60.7503652861532,448.230691809772,80.643586785997,0.009848511404957,1.33783321991541
4,3.948686,24,24.099257,6.31,7.043087,98.872475,NaN,5.64313,NaN,39.076168,400,400.147888,25,34.181553,10.509211,70.204536,50.000507,401.185028,398.420868,400.132629,3975.717773,9.121587,9.289916,9.019629,71.407059,54.759148,4.706544,-30.427034,31.203995,53.733429,19.694672,7.081807,53.818264,91.58947,96.83062,0.378766536712646,286.724731,404.830883630374,1.82049264584304,0.0591188196813645,0.944069407844023,-4.06078705969958,471.644787610721,1.8849702807756,0.0111485679526118,1.2462248956986,60.7530840187533,448.256403730754,80.6648159290877,0.00984927051180568,1.33771344006575
4,3.948973,24,24.100925,6.31,7.05725,98.872742,NaN,5.643676,NaN,39.071091,400,400.022919,25,34.192909,10.49862,69.918205,50.000507,401.185028,398.420868,400.132629,3975.717773,9.121587,9.289916,9.019629,71.392395,54.744274,4.774346,-30.430988,31.203995,53.733429,19.694672,7.081807,53.818264,91.58947,96.83062,0.378766536712646,286.724731,404.843580611545,1.8205319044898,0.0591182349829867,0.9440740957137,-4.05869608061187,471.642885502348,1.88496016954381,0.0111475765860834,1.24625336264973,60.7560890537188,448.271937159401,80.6786485373177,0.00984935634005714,1.33765868014974
4,3.949381,24,24.101976,6.31,7.057081,98.8675,NaN,5.643273,NaN,39.066566,400,399.997375,25,34.197319,10.506815,69.785904,50.010262,401.314423,398.616821,400.146332,3975.820557,9.100226,9.288578,9.010842,71.36808,54.716354,4.799142,-30.409939,31.239744,53.789547,19.65321,7.118104,53.788887,91.511681,96.890854,0.382213354110718,287.089478,404.842463109977,1.82051930885717,0.059111419677697,0.944087730883785,-4.0557237394886,471.634944294158,1.88493567418349,0.0111465950274409,1.2462874792829,60.7579824253071,448.268515600552,80.6774897097138,0.00984863863108959,1.33770364203188
4,3.948778,24,24.102039,6.31,7.030102,98.872208,NaN,5.644384,NaN,39.059444,400,400.024689,25,34.197407,10.511298,69.94989,50.010262,401.399017,398.586548,400.244019,3975.341797,9.102129,9.280883,9.000463,71.333969,54.717155,4.801586,-30.42243,31.226532,53.763157,19.693419,7.06989,53.813221,91.561943,96.853752,0.393128514289856,287.452972,404.818408773873,1.8204461813609,0.0591134657932027,0.944076943562624,-4.06011676804445,471.640727368663,1.88495103048783,0.0111468675618231,1.24627450609082,60.7580959173339,448.242703824966,80.6582791265101,0.00984709935914839,1.33786048123938
4,3.95083,24,24.102919,6.31,6.988877,98.874123,NaN,5.645819,NaN,39.053207,400,400.039642,25,34.197948,10.525196,70.221428,50.010262,401.399017,398.586548,400.244019,3975.341797,9.102129,9.280883,9.000463,71.331665,54.725864,4.786492,-30.383869,31.226532,53.763157,19.693419,7.06989,53.813221,91.561943,96.853752,0.393128514289856,287.452972,404.774666134628,1.8202467664292,0.0590673029413813,0.944159663305319,-4.04516945955868,471.641934883284,1.88495163961155,0.0111464616942889,1.24628422170074,60.7596811770434,448.173020590523,80.6073742095475,0.00984259336406588,1.33830124689488
4,3.949397,24,24.103889,6.31,6.938646,98.853821,NaN,5.647388,NaN,39.059353,400,400.055786,25,34.188335,10.564217,70.537079,50.010262,401.376465,398.588196,400.229797,3979.8125,9.121695,9.310437,9.006048,71.339119,54.715981,4.804641,-30.376411,31.241791,53.811512,19.684452,7.075415,53.809605,91.540344,96.870369,0.387770026922226,286.493591,404.730610018232,1.82011970686729,0.0590762374841988,0.944129505915024,-4.05560718189588,471.615332148725,1.88487722346048,0.0111445355233031,1.24636199175638,60.7614285098996,448.129028921284,80.5757991435431,0.00983954409871832,1.33858981929825
4,3.950825,24,24.104185,6.31,6.903423,98.829552,NaN,5.647623,NaN,39.064186,400,400.04599,25,34.178261,10.573847,70.63517,50.010262,401.210724,398.539093,400.105621,3977.682373,9.129453,9.307503,9.021194,71.322083,54.693436,4.811374,-30.370569,31.228392,53.785801,19.702164,7.049564,53.8162,91.564308,96.845177,0.37972429394722,286.261261,404.69399439346,1.81995885738623,0.0590421936637675,0.944189731939918,-4.04520587364692,471.584686458005,1.88479395401182,0.01114275496761,1.24643989383959,60.7619617049983,448.072426875579,80.533914490237,0.00983608883014694,1.33893971047892
4,3.951937,24,24.10552,6.31,6.903423,98.829552,NaN,5.650348,NaN,39.064186,400,400.04599,25,34.178261,10.576944,70.573509,50.010262,401.210724,398.539093,400.105621,3977.682373,9.129453,9.307503,9.021194,71.318619,54.675034,4.816685,-30.350723,31.228392,53.785801,19.702164,7.049564,53.8162,91.564308,96.845177,0.37972429394722,286.261261,404.691377476387,1.81992607297946,0.0590237840521306,0.944226915538248,-4.03710825134209,471.582896582257,1.88478514336715,0.0111419477729022,1.2464633530211,60.7643664193796,448.062144688391,80.5280159303688,0.00983483052254519,1.33903323366301
4,3.951937,24,24.10552,6.31,6.871223,98.807098,NaN,5.650348,NaN,39.067631,400,399.979858,25,34.178707,10.579995,70.499802,50.010262,401.055756,398.485535,399.935913,3976.402344,9.087452,9.279803,9.010219,71.337006,54.66927,4.823406,-30.357916,31.21862,53.789421,19.738197,7.011286,53.813896,91.589478,96.834396,0.381019532680511,285.514893,404.660973183454,1.81981750069115,0.0590142910794516,0.944238498191783,-4.03710825134209,471.554907737994,1.88470989813148,0.0111404657625382,1.24653071542652,60.7643664193796,448.023746611703,80.4993424574009,0.00983258485544706,1.33926651199971
4,3.95234,24,24.105213,6.31,6.836916,98.774582,NaN,5.64987,NaN,39.084522,400,399.911926,25,34.181198,10.588721,70.500015,50.010262,401.055756,398.485535,399.935913,3976.402344,9.087452,9.279803,9.010219,71.341896,54.667515,4.837368,-30.367682,31.21862,53.789421,19.738197,7.011286,53.813896,91.589478,96.834396,0.381019532680511,285.514893,404.627629645264,1.81968992584537,0.058997507733121,0.944264435873677,-4.03417402266598,471.514785863164,1.88460294592726,0.0111385048192097,1.24662299655382,60.7638134349307,447.978330216451,80.4650247527983,0.00983007924315252,1.33953573861012
4,3.952783,24,24.105549,6.31,6.807777,98.736023,NaN,5.650989,NaN,39.070412,400,399.957092,25,34.179886,10.569914,70.497551,50.010262,401.16687,398.570618,400.073761,3976.36377,9.081607,9.283012,9.020828,71.285759,54.667061,4.845448,-30.328743,31.22072,53.77319,19.727371,7.016185,53.80864,91.675034,96.772301,0.38197135925293,285.157379,404.599070549264,1.81957858508837,0.0589815881511368,0.944289941917371,-4.03094882011476,471.466264046944,1.88447147153431,0.0111357555623379,1.24674495930672,60.7644186553962,447.939290296986,80.4363316652014,0.00982762984062419,1.33978160222471
4,3.950932,24,24.106749,6.31,6.789129,98.728287,NaN,5.649963,NaN,39.05003,400,399.984558,25,34.186287,10.562754,70.451218,50.005898,401.460388,398.673584,400.300262,3976.971436,9.119353,9.316693,9.012739,71.227875,54.670906,4.82487,-30.338015,31.220785,53.735977,19.687382,7.037819,53.85387,91.638847,96.794792,0.378483831882477,285.741211,404.585824607983,1.81957027597226,0.0590067145999597,0.944234695276334,-4.0444266199566,471.455008078098,1.88443761084708,0.0111345192665922,1.24678942038804,60.7665800998677,447.937531579858,80.4366214661978,0.00982693670183733,1.33982040011481
4,3.95217,24,24.107761,6.31,6.78217,98.754967,NaN,5.650021,NaN,39.045605,400,400.056427,25,34.1936,10.536896,70.325523,50.005898,401.460388,398.673584,400.300262,3976.971436,9.119353,9.316693,9.012739,71.215546,54.665413,4.794425,-30.352028,31.220785,53.735977,19.687382,7.037819,53.85387,91.638847,96.794792,0.378483831882477,285.741211,404.576335175027,1.81951028693915,0.0589841760814073,0.944278794445038,-4.03541175865615,471.486913131167,1.88452037200465,0.0111356694276598,1.24672687579646,60.7684028485895,447.917315072372,80.4228848805892,0.00982525609063575,1.3399675107142
4,3.951025,24,24.108337,6.31,6.777244,98.743599,NaN,5.649059,NaN,39.038517,400,400.052185,25,34.200676,10.535803,70.239937,50.005898,401.378571,398.606689,400.189697,3977.299805,9.103299,9.287125,9.005533,71.205688,54.666843,4.818961,-30.3605,31.210512,53.863201,19.689024,7.026996,53.892017,91.658897,96.770317,0.387361019849777,286.302185,404.574383103737,1.81952744345432,0.0590016692938427,0.944242181511942,-4.04374933788665,471.47196696124,1.88447845863305,0.0111345706252576,1.24677126203924,60.7694402740313,447.923947138108,80.428603665214,0.00982536090332205,1.33994048133629
4,3.950792,24,24.109005,6.31,6.776856,98.711082,NaN,5.648941,NaN,39.021824,400,400.04599,25,34.202248,10.512735,70.266579,50.005898,401.448059,398.63269,400.303558,3977.682373,9.104035,9.29648,9.008366,71.221848,54.665157,4.822067,-30.378077,31.207273,53.765945,19.679876,7.027583,53.843987,91.649216,96.785156,0.373514413833618,287.658844,404.574566039759,1.81953300818454,0.059005411556635,0.944234504889385,-4.04544620746566,471.430527032781,1.8843650243685,0.0111320194060804,1.24688109417754,60.7706433735885,447.926571044,80.4314540360721,0.00982518595225296,1.33994008649196
4,3.950664,24,24.11017,6.31,6.7658,98.670494,NaN,5.649836,NaN,39.008327,400,400.1026,25,34.188786,10.495469,70.309814,50.005898,401.448059,398.63269,400.303558,3977.682373,9.104035,9.29648,9.008366,71.213875,54.679451,4.797171,-30.362385,31.207273,53.765945,19.679876,7.027583,53.843987,91.649216,96.785156,0.373514413833618,287.658844,404.564428367467,1.81949949015857,0.0590042687116275,0.944234278034252,-4.04637842601056,471.378350763203,1.88422121832437,0.011128634203646,1.24702429599922,60.7727415273858,447.915864363315,80.4250198599125,0.0098239866931873,1.34003275006676
4,3.948873,24,24.110727,6.31,6.752212,98.699593,NaN,5.648516,NaN,38.997772,400,400.169434,25,34.181564,10.484065,70.34182,50.005898,401.557678,398.639801,400.423584,3977.876709,9.153208,9.315949,9.014277,71.215599,54.669777,4.714429,-30.370144,31.219322,53.70697,19.679262,7.018658,53.868309,91.68055,96.76091,0.371573150157929,288.57016,404.555821603147,1.81950650385546,0.0590299197587208,0.944179155321143,-4.05942463157896,471.413888493133,1.88431512507545,0.0111302199453377,1.24694616489385,60.7737446492771,447.9188914354,80.4280227676996,0.00982388996007674,1.34002728991037
4,3.949121,24,24.110464,6.31,6.750849,98.743462,NaN,5.645971,NaN,38.99609,400,400.12851,25,34.185566,10.471929,70.473419,50.005898,401.557678,398.639801,400.423584,3977.876709,9.153208,9.315949,9.014277,71.238266,54.678329,4.639143,-30.382715,31.219322,53.70697,19.679262,7.018658,53.868309,91.68055,96.76091,0.371573150157929,288.57016,404.553949868867,1.81949458673466,0.0590254088863718,0.944187983175971,-4.05761785125975,471.468940923187,1.88446395388073,0.0111332761310999,1.24680915647475,60.7732710052523,447.914419458572,80.424334291357,0.00982375760837939,1.34004845999466
4,3.948606,24,24.111889,6.31,6.750849,98.743462,NaN,5.643599,NaN,38.99609,400,400.12851,25,34.185566,10.454674,70.478363,50.005898,401.459808,398.592377,400.277069,3976.151855,9.135616,9.296978,8.999016,71.253494,54.67564,4.606067,-30.382597,31.195009,53.824684,19.654871,7.026062,53.793617,91.705544,96.747261,0.377795934677124,290.463715,404.555164299731,1.81950978661397,0.0590339414168744,0.94417069277702,-4.06136993179615,471.467027967976,1.88445454423505,0.011132415057081,1.24683427049881,60.7758372760774,447.921193662842,80.4312927662796,0.00982345340427498,1.34004041652355
4,3.948511,24,24.11031,6.31,6.7717,98.779694,NaN,5.642967,NaN,39.005638,400,400.126801,25,34.185799,10.460027,70.500061,50.005898,401.465088,398.662323,400.311127,3976.175781,9.112096,9.280704,9.012455,71.227333,54.664139,4.586261,-30.367887,31.171841,53.679935,19.65177,7.019476,53.857334,91.728516,96.736,0.368777841329575,291.801147,404.575075073905,1.81958292276533,0.0590416697915693,0.944159856946033,-4.06206210413541,471.514319967125,1.88458643061523,0.0111357614027394,1.24669734317454,60.7729936603731,447.945502528307,80.4473257849418,0.00982565186848133,1.33985503919716
4,3.948511,24,24.11031,6.31,6.783568,98.787033,NaN,5.642967,NaN,39.0037,400,400.147705,25,34.185329,10.479548,70.561333,50.005898,401.465088,398.662323,400.311127,3976.175781,9.112096,9.280704,9.012455,71.208565,54.671577,4.565396,-30.361582,31.171841,53.679935,19.65177,7.019476,53.857334,91.728516,96.736,0.368777841329575,291.801147,404.586280337345,1.81962295190887,0.0590451723986064,0.944155520699073,-4.06206210413541,471.52346939792,1.88461103026585,0.0111362458828115,1.246675268885,60.7729936603731,447.959656938536,80.4578902609609,0.00982647989938706,1.33976868341215
4,3.948912,24,24.111511,6.31,6.771007,98.803574,NaN,5.643711,NaN,38.988506,400,400.153015,25,34.181477,10.495836,70.658569,50.005898,401.327789,398.642151,400.248901,3973.973389,9.079355,9.285704,9.020974,71.231102,54.688148,4.549237,-30.362156,31.194338,53.698376,19.675306,6.987038,53.852165,91.691826,96.748383,0.37051248550415,292.558319,404.573475445121,1.81956875070464,0.0590348205383971,0.944173565255263,-4.05914049503582,471.542479270441,1.88465854366969,0.0111366119375085,1.24664667565325,60.7751565512503,447.941671346181,80.4460701243849,0.00982483724309863,1.33990651227869
4,3.948822,24,24.111317,6.31,6.757575,98.777672,NaN,5.644365,NaN,38.976425,400,400.172821,25,34.171288,10.501488,70.681259,50.008537,401.195984,398.487061,400.106384,3974.988281,9.119468,9.307486,9.017438,71.296028,54.683025,4.534596,-30.357878,31.183853,53.839539,19.684238,6.973109,53.842411,91.660469,96.767242,0.370089590549469,293.763336,404.561005483071,1.81952609957828,0.0590323475778638,0.944175471958875,-4.05979619797307,471.510447934434,1.88457300501314,0.0111350193774523,1.24672115549268,60.7748071810982,447.926399729246,80.4344139074385,0.00982403918554546,1.33999522763107
4,3.949016,24,24.111422,6.31,6.747127,98.765366,NaN,5.644566,NaN,38.97617,400,400.115723,25,34.165535,10.51245,70.604301,50.008537,401.195984,398.487061,400.106384,3974.988281,9.119468,9.307486,9.017438,71.31926,54.699848,4.555628,-30.407936,31.183853,53.839539,19.684238,6.973109,53.842411,91.660469,96.767242,0.370089590549469,293.763336,404.550683217061,1.81948513017439,0.0590260498488586,0.944185828379719,-4.05838280808661,471.494964641348,1.88453106012585,0.0111341434967289,1.24676004752652,60.7749962734796,447.91201695061,80.4238210526794,0.00982314607265394,1.34008556513002
