P1_Set,P1_Process,P2_Set,P2_Process,T1_Set,T1_Process,T2_Process,P7_Set,P7_Process,T7_Set,T7_Process,Volt_Set,Volt_Process,T_Amb_Set,T_Amb_Process,TWI,TWO,Frequency,Volt1,Volt2,Volt3,Power,Current1,Current2,Current3,TC1,TC2,TC3,TC4,Oiltemp,MF_Suc,Dens_Suc,T_Suc,MF_Dis,Dens_Dis,T_Dis,MF_Oil,Dens_Oil,h1,s1,v1,cp1,te,h2,s2,v2,cp2,tc,h2is,t2is,v2is,cp2is
5,4.906936,22.5,22.925173,12.92,12.813639,88.729645,NaN,6.89817,NaN,38.159252,400,400.207428,25,32.608604,10.356933,65.595833,50.008873,401.814636,398.446869,400.387115,3926.648438,9.157538,9.253013,8.892688,62.719494,52.03373,9.826344,-23.07674,30.13522,68.179153,24.352018,13.766523,68.303436,89.515007,86.906502,0,664.171204,408.143827999405,1.81424291198857,0.0477428319227767,0.972530380869749,2.35171915075739,460.610105170284,1.85847117191733,0.0111876905143924,1.25874022355257,58.5939202555244,444.878403418614,76.5385476729384,0.0102517351578756,1.33036277338192
5,4.904898,22.5,22.925358,12.92,12.80608,88.724693,NaN,6.898514,NaN,38.164597,400,400.239777,25,32.617233,10.346206,65.616669,50.008873,401.918457,398.54068,400.482605,3927.23584,9.162013,9.246513,8.90476,62.71431,52.036575,9.813261,-23.060551,30.161722,68.255066,24.327213,13.779444,68.319992,89.576828,86.873306,0,664.557617,408.141125511434,1.81426749444137,0.0477633800824003,0.972469296974927,2.33914300082182,460.603594280639,1.85845260800102,0.011187210664309,1.25876466137255,58.5942675715184,444.887189367028,76.5454081676965,0.0102521769450759,1.3303128818997
5,4.905305,22.5,22.924534,12.92,12.796936,88.727325,NaN,6.898536,NaN,38.171711,400,400.187286,25,32.61993,10.32653,65.624626,50.008873,401.918457,398.54068,400.482605,3927.23584,9.162013,9.246513,8.90476,62.715427,52.028591,9.834837,-23.050543,30.161722,68.255066,24.327213,13.779444,68.319992,89.576828,86.873306,0,664.557617,408.131304730353,1.81422635245303,0.0477566459498807,0.972489594637984,2.34165484722496,460.608143533428,1.85846772674045,0.0111879421570891,1.25873560697138,58.592720589639,444.871957701397,76.5328176507169,0.0102516824475134,1.33038707043971
5,4.90449,22.5,22.923338,12.92,12.801297,88.700874,NaN,6.896768,NaN,38.18758,400,400.144257,25,32.612236,10.285502,65.571419,50.008873,401.769623,398.354401,400.290833,3927.45459,9.139022,9.237237,8.882647,62.727047,52.012238,9.7369,-23.047535,30.153549,68.17778,24.356812,13.736631,68.264717,89.616913,86.843414,0,665.149902,408.137404874322,1.81426129825024,0.0477666888072133,0.972459550613071,2.33662482293283,460.576642220691,1.85838437140775,0.0111868128914601,1.25881782676915,58.5904751319652,444.882951582129,76.5394252515101,0.0102530052185392,1.33028970463564
5,4.904951,22.5,22.922897,12.92,12.801297,88.700874,NaN,6.895641,NaN,38.18758,400,400.144257,25,32.612236,10.276198,65.550804,50.012897,401.808441,398.408936,400.388885,3926.727539,9.150462,9.243391,8.88261,62.77037,52.012543,9.646921,-23.044174,30.098734,68.236298,24.338882,13.74756,68.369385,89.7416,86.751198,0,661.47467,408.136353281826,1.81424992036888,0.0477616165406811,0.972474668472924,2.33947010530198,460.577304052969,1.85838756381986,0.0111871024699558,1.25880805670116,58.5896471421646,444.87852072264,76.5354837892958,0.0102529699591524,1.3303063547613
5,4.904002,22.5,22.921227,12.92,12.81383,88.697624,NaN,6.897092,NaN,38.177891,400,400.155853,25,32.602432,10.277739,65.589821,50.012897,401.781342,398.401459,400.316589,3926.594727,9.163386,9.252062,8.899542,62.88773,52.008591,9.579341,-23.041426,30.089933,68.192986,24.325144,13.747921,68.298927,89.682556,86.773018,0,661.922485,408.150705603295,1.81431596352893,0.0477751526437669,0.972434043558334,2.33361267452176,460.575719213053,1.85838834723484,0.0111879638785709,1.25878442264273,58.5865115522827,444.899903081694,76.5492455166799,0.0102551889644659,1.33013314622055
5,4.904002,22.5,22.921227,12.92,12.824104,88.68335,NaN,6.897092,NaN,38.172062,400,400.158569,25,32.600777,10.263963,65.518456,50.012897,401.781342,398.401459,400.316589,3926.594727,9.163386,9.252062,8.899542,62.941093,52.002316,9.567915,-23.061161,30.089933,68.192986,24.325144,13.747921,68.298927,89.682556,86.773018,0,661.922485,408.160696350682,1.81435090000296,0.0477776884001026,0.972426263133607,2.33361267452176,460.557750905267,1.85833868914395,0.0111869304695572,1.25884312945591,58.5865115522827,444.912120501686,76.5584308881678,0.0102559420520951,1.3300575803935
5,4.905076,22.5,22.920708,12.92,12.841483,88.663948,NaN,6.896512,NaN,38.152802,400,400.194733,25,32.602127,10.262088,65.519913,50.012897,401.882629,398.425262,400.406982,3926.617676,9.147294,9.235181,8.885736,62.958408,51.993164,9.590489,-23.051559,30.097815,68.261223,24.308048,13.76195,68.300346,89.577469,86.842804,0,662.330566,408.175147557387,1.81438349038105,0.0477701582012094,0.972448302630772,2.34024156748302,460.534105327361,1.85827494260914,0.0111858664464535,1.25891148776918,58.5855370404159,444.922985445837,76.5658814103479,0.0102568917842235,1.32997772880923
5,4.903997,22.5,22.920937,12.92,12.852538,88.671478,NaN,6.895819,NaN,38.15303,400,400.233551,25,32.59864,10.26897,65.501945,50.012897,401.882629,398.425262,400.406982,3926.617676,9.147294,9.235181,8.885736,62.944817,51.987537,9.581718,-23.068176,30.097815,68.261223,24.308048,13.76195,68.300346,89.577469,86.842804,0,662.330566,408.188357410199,1.81444770448106,0.0477847606877711,0.972404619734179,2.33358181115852,460.54324101343,1.85829948404226,0.0111862613169779,1.25888556096857,58.5859670295745,444.945677593592,76.5832612980633,0.0102581667960354,1.32984314700456
5,4.903498,22.5,22.91951,12.92,12.840137,88.694679,NaN,6.895537,NaN,38.164669,400,400.222473,25,32.599106,10.301309,65.445572,50.012897,401.779449,398.368469,400.318298,3926.510254,9.17194,9.254391,8.900027,62.940689,51.980484,9.572009,-23.029116,30.077135,68.164665,24.279324,13.774438,68.283325,89.490189,86.891754,0,660.207031,408.177436141418,1.81441785532774,0.0477871935292542,0.972397635470531,2.33050152676395,460.574588915548,1.85839053256802,0.0111888783751659,1.25875849283301,58.5832875200991,444.933774670913,76.572335706296,0.0102582032854108,1.32988179384524
