REPORT START/STOP
Start Time,19/05/2021,12:59:50
End Time,19/05/2021,14:54:29

Program,R454C_pi_4.5
Batch,Jumo,,,,,,,,,,,,,,
Product,HE,,,,,,,,,,,,,,

REPORT DESCRIPTION

RECORDED VALUES : FR_1
Date;Time,R1.P1.Setpoint_value,R1.P1.Process_value,R1.P2.Setpoint_value,R1.P2.Process_value,R2.t1.Setpoint_value,R2.t1.Process_value,R2.t2.Process_value
19/05/2021;13:02:29,8.2536,3.882138,17.6196,20.78474,13.470778,4.363444,76.609268
19/05/2021;13:02:30,8.22945,3.885165,17.655825,20.775305,13.416334,4.374165,76.631409
19/05/2021;13:02:31,8.22945,3.885165,17.655825,20.775305,13.34672,4.39164,76.664581
19/05/2021;13:02:32,8.202267,3.889324,17.6966,20.76643,13.277105,4.41151,76.687424
19/05/2021;13:02:33,8.174733,3.891334,17.7379,20.758495,13.214928,4.417324,76.726151
19/05/2021;13:02:34,8.150467,3.894234,17.7743,20.75045,13.145313,4.402888,76.74202
19/05/2021;13:02:35,8.126317,3.897514,17.810524,20.745592,13.145313,4.402888,76.74202
19/05/2021;13:02:36,8.0989,3.901518,17.85165,20.739712,13.082541,4.381549,76.738953
19/05/2021;13:02:37,8.074634,3.906823,17.88805,20.736225,13.013223,4.36833,76.758026
19/05/2021;13:02:38,8.047334,3.9104,17.929001,20.732931,12.95164,4.359123,76.769005
19/05/2021;13:02:39,8.02295,3.91278,17.965576,20.729406,12.889166,4.354698,76.774025
19/05/2021;13:02:40,7.998683,3.915248,18.001976,20.725199,12.81955,4.344569,76.757721
19/05/2021;13:02:41,7.971383,3.920061,18.042925,20.727352,12.757967,4.334767,76.733307
19/05/2021;13:02:42,7.971383,3.920061,18.042925,20.727352,12.687757,4.319456,76.691956
19/05/2021;13:02:43,7.943967,3.924577,18.084049,20.727274,12.618441,4.299516,76.637398
19/05/2021;13:02:44,7.913633,3.930066,18.129551,20.729324,12.618441,4.299516,76.637398
19/05/2021;13:02:45,7.889133,3.935695,18.1663,20.729189,12.54109,4.278777,76.605087
19/05/2021;13:02:46,7.864867,3.9413,18.2027,20.728678,12.486648,4.262989,76.559486
19/05/2021;13:02:47,7.840717,3.944918,18.238926,20.730186,12.417032,4.252683,76.505531
19/05/2021;13:02:48,7.813183,3.952455,18.280224,20.730209,12.347418,4.241113,76.467453
19/05/2021;13:02:49,7.786,3.956149,18.320999,20.729984,12.28524,4.225283,76.456566
19/05/2021;13:02:50,7.761733,3.959973,18.357399,20.731424,12.215328,4.214825,76.478546
19/05/2021;13:02:51,7.761733,3.959973,18.357399,20.731424,12.152853,4.220427,76.516281
