REPORT START/STOP
Start Time,21/05/2021,09:54:49
End Time,21/05/2021,11:17:04

Program,R454C_pi_3
Batch,Jumo,,,,,,,,,,,,,,
Product,HE,,,,,,,,,,,,,,

REPORT DESCRIPTION

RECORDED VALUES : FR_2
Date;Time,R1.P7.Setpoint_value,R1.P7.Process_value,R2.t7.Setpoint_value,R2.t7.Process_value,R2.Voltage.Setpoint_value,R2.Voltage.Process_value,R2.TAmb.Setpoint_value,R2.TAmb.Process_value
21/05/2021;09:57:14,?,3.324813,?,17.874138,400,399.942719,25,22.505068
21/05/2021;09:57:15,?,3.324813,?,17.886169,400,399.950439,25,22.505018
21/05/2021;09:57:16,?,3.336092,?,17.879429,400,399.913544,25,22.511101
21/05/2021;09:57:17,?,3.347978,?,17.879429,400,399.913544,25,22.511101
21/05/2021;09:57:18,?,3.358819,?,17.872183,400,399.809448,25,22.522717
21/05/2021;09:57:19,?,3.3706,?,17.868065,400,399.710144,25,22.541901
21/05/2021;09:57:20,?,3.383938,?,17.870058,400,399.602478,25,22.557116
21/05/2021;09:57:21,?,3.39676,?,17.868898,400,399.53244,25,22.562208
21/05/2021;09:57:22,?,3.408873,?,17.864786,400,399.54126,25,22.563435
21/05/2021;09:57:23,?,3.420362,?,17.873468,400,399.606445,25,22.572105
21/05/2021;09:57:24,?,3.43199,?,17.872097,400,399.603088,25,22.582321
21/05/2021;09:57:25,?,3.444683,?,17.857321,400,399.712006,25,22.582844
21/05/2021;09:57:26,?,3.452729,?,17.846655,400,399.726593,25,22.58403
21/05/2021;09:57:27,?,3.462273,?,17.861755,400,399.622101,25,22.588367
21/05/2021;09:57:28,?,3.4751,?,17.860882,400,399.543518,25,22.609787
21/05/2021;09:57:29,?,3.4751,?,17.866547,400,399.479675,25,22.626251
21/05/2021;09:57:30,?,3.489788,?,17.870895,400,399.457886,25,22.629347
21/05/2021;09:57:31,?,3.500073,?,17.872349,400,399.540436,25,22.646856
21/05/2021;09:57:32,?,3.509961,?,17.872349,400,399.540436,25,22.646856
21/05/2021;09:57:33,?,3.523806,?,17.876476,400,399.733582,25,22.665897
21/05/2021;09:57:34,?,3.537231,?,17.859009,400,399.89502,25,22.675009
21/05/2021;09:57:35,?,3.549309,?,17.865652,400,399.932831,25,22.674955
21/05/2021;09:57:36,?,3.561301,?,17.87536,400,399.964142,25,22.681849
21/05/2021;09:57:37,?,3.572911,?,17.866137,400,400.016449,25,22.692266
21/05/2021;09:57:38,?,3.585835,?,17.866514,400,400.016968,25,22.700235
21/05/2021;09:57:39,?,3.599827,?,17.880604,400,400.059265,25,22.704559
21/05/2021;09:57:40,?,3.612632,?,17.87056,400,400.137451,25,22.713757
21/05/2021;09:57:41,?,3.627864,?,17.877022,400,399.927155,25,22.730953
21/05/2021;09:57:42,?,3.641578,?,17.889553,400,399.977325,25,22.735594
21/05/2021;09:57:43,?,3.653421,?,17.89263,400,400.033875,25,22.752945
21/05/2021;09:57:44,?,3.667424,?,17.899769,400,400.01181,25,22.770264
21/05/2021;09:57:45,?,3.667424,?,17.900391,400,399.949127,25,22.773901
21/05/2021;09:57:46,?,3.680756,?,17.91452,400,399.916809,25,22.779305
21/05/2021;09:57:47,?,3.695158,?,17.91452,400,399.916809,25,22.779305
21/05/2021;09:57:48,?,3.710106,?,17.915104,400,399.955963,25,22.792408
21/05/2021;09:57:49,?,3.723049,?,17.92938,400,400.01416,25,22.792315
21/05/2021;09:57:50,?,3.738214,?,17.931461,400,399.936981,25,22.791756
21/05/2021;09:57:51,?,3.753738,?,17.946182,400,399.885284,25,22.796473
21/05/2021;09:57:52,?,3.770307,?,17.960102,400,399.940338,25,22.813852
21/05/2021;09:57:53,?,3.787241,?,17.956078,400,400.065155,25,22.828363
21/05/2021;09:57:54,?,3.800425,?,17.960915,400,399.940613,25,22.829041
21/05/2021;09:57:55,?,3.812614,?,17.971668,400,399.890076,25,22.833931
21/05/2021;09:57:56,?,3.826239,?,17.989161,400,399.94223,25,22.846449
21/05/2021;09:57:57,?,3.839043,?,17.99382,400,399.891785,25,22.859711
21/05/2021;09:57:58,?,3.852019,?,17.997272,400,399.942383,25,22.880177
21/05/2021;09:57:59,?,3.867749,?,18.005608,400,400.037537,25,22.889568
21/05/2021;09:58:00,?,3.884723,?,18.009462,400,399.981293,25,22.895607
21/05/2021;09:58:01,?,3.897524,?,18.011059,400,399.902191,25,22.914015
21/05/2021;09:58:02,?,3.897524,?,18.011059,400,399.902191,25,22.914015
21/05/2021;09:58:03,?,3.910436,?,18.033682,400,399.953339,25,22.923052
21/05/2021;09:58:04,?,3.925854,?,18.051683,400,399.950043,25,22.920708
21/05/2021;09:58:05,?,3.939009,?,18.06023,400,399.969971,25,22.923479
