P1_Set,P1_Process,P2_Set,P2_Process,T1_Set,T1_Process,T2_Process,P7_Set,P7_Process,T7_Set,T7_Process,Volt_Set,Volt_Process,T_Amb_Set,T_Amb_Process,TWI,TWO,Frequency,Volt1,Volt2,Volt3,Power,Current1,Current2,Current3,THD1,THD2,THD3,Oiltemp,MF_Suc,Dens_Suc,T_Suc,MF_Dis,Dens_Dis,T_Dis,MF_Oil,Dens_Oil,h1,s1,v1,cp1,te,h2,s2,v2,cp2,tc,h2is,t2is,v2is,cp2is
9,9.146318,36,36.670609,13.72,13.778822,103.154587,NaN,0.985490381717682,NaN,30.967955,400,400.322174,25,31.414669,8.863069,56.701694,49.978397,402.524231,400.107513,399.359009,6693.455078,12.440553,11.942768,12.035579,1.671154,1.652357,1.592484,56.878479,97.447083,36.562363,13.951962,97.608223,103.249031,101.562294,0.460509926080704,492.406342,434.296940055919,1.91004401552685,0.0304010266759367,1.07104002137295,4.34834269191884,493.090039649177,1.95917131551371,0.00910921057004872,1.27885593598958,57.9793402265075,474.945868840116,89.468818429749,0.00828404802156733,1.3841681346311
9,9.146355,36,36.667984,13.72,13.777678,103.222206,NaN,0.986304521560669,NaN,30.98428,400,400.364014,25,31.410709,8.865951,56.738522,49.971485,402.627197,400.124664,399.509247,6691.954102,12.440158,11.932455,12.031577,1.662088,1.676448,1.600436,56.872894,97.335304,36.537613,13.953863,97.556297,103.23143,101.574432,0.39465782046318,486.481293,434.295620177602,1.91003902347247,0.0304006543685535,1.07105040940209,4.34847387818706,493.179711648858,1.95941594584169,0.00911391289181513,1.27844120131315,57.9761110113727,474.941884014032,89.4630729584405,0.00828453396980556,1.3841587185243
9,9.145017,36,36.66592,13.72,13.783015,103.219833,NaN,0.98551219701767,NaN,30.994019,400,400.468323,25,31.404404,8.862326,56.790024,49.971485,402.487152,400.166412,399.444427,6680.723145,12.428029,11.924859,12.044514,1.676705,1.667357,1.599298,56.879063,97.379662,36.539261,13.968575,97.594772,103.178925,101.588745,0.516495704650879,504.550201,434.304756847441,1.91008504407671,0.0304070899714988,1.07094128172085,4.343729644473,493.179201558982,1.95941958873174,0.00911446038103914,1.27842004112699,57.9735717933387,474.956861830392,89.4716404781065,0.0082857605275566,1.38401238355354
9,9.144542,36,36.664303,13.72,13.782307,103.222282,NaN,0.985401630401611,NaN,30.995396,400,400.411713,25,31.404678,8.861139,56.692348,49.971485,402.487152,400.166412,399.444427,6680.723145,12.428029,11.924859,12.044514,1.676705,1.667357,1.599298,56.879063,97.379662,36.539261,13.968575,97.594772,103.178925,101.588745,0.516495704650879,504.550201,434.305212906931,1.91009166736758,0.0304088673402027,1.07092178655877,4.34204528019018,493.184309397298,1.95943707599826,0.00911513363177081,1.27837985493087,57.9715824117831,474.957923730371,89.4706420188009,0.00828622394300166,1.38397961156467
9,9.145205,36,36.663315,13.72,13.774631,103.261238,NaN,0.986380338668823,NaN,30.98715,400,400.33429,25,31.411875,8.85743,56.620625,49.971485,402.249023,399.525574,398.952057,6683.212891,12.452764,11.935562,11.989582,1.686107,1.678614,1.614798,56.879459,97.528419,36.534004,13.972565,97.620804,103.109863,101.628433,0.543215274810791,515.280884,434.295297129683,1.91005008297225,0.0304046964112257,1.07101304957321,4.34439627991088,493.235313115957,1.95957497598637,0.0091176687680197,1.27815024612795,57.9703668484688,474.94202597482,89.4580765270682,0.00828573559938216,1.38408649486722
9,9.143484,36,36.663647,13.72,13.762564,103.241371,NaN,0.986388325691223,NaN,30.992125,400,400.328369,25,31.41264,8.851632,56.649128,49.971485,402.102722,399.567871,398.871124,6687.575195,12.450954,11.943845,12.036931,1.667586,1.67089,1.607944,56.881798,97.374908,36.580093,13.947221,97.665527,103.086624,101.657272,0.498282879590988,500.72818,434.286773896644,1.91003861564252,0.0304092826479063,1.07101265364265,4.33829334329698,493.209513223205,1.95950562824888,0.00911643276558288,1.2782644499988,57.9707753200898,474.938142924166,89.4556336542573,0.00828546955695865,1.38412134523189
9,9.144683,36,36.662029,13.72,13.760338,103.178047,NaN,0.985204219818115,NaN,31.000351,400,400.263031,25,31.408016,8.844097,56.549191,49.971485,402.102722,399.567871,398.871124,6687.575195,12.450954,11.943845,12.036931,1.667586,1.67089,1.607944,56.881798,97.374908,36.580093,13.947221,97.665527,103.086624,101.657272,0.498282879590988,500.72818,434.281323432349,1.91000691170979,0.0304040127777682,1.07109159924469,4.34254527731503,493.130536772631,1.95929970381654,0.0091133764931765,1.27858478869494,57.96878460765,474.925306498761,89.4445926462543,0.0082852851650735,1.38419519979653
9,9.143016,36,36.660721,13.72,13.760361,103.10067,NaN,0.98604553937912,NaN,30.982697,400,400.207306,25,31.403667,8.850348,56.478611,49.971485,402.451965,399.94519,399.345886,6686.358398,12.468203,11.939155,12.05111,1.662462,1.67424,1.594318,56.894558,97.347267,36.576767,13.956775,97.643364,103.106827,101.649704,0.62152224779129,515.680481,434.285611264434,1.91003952378446,0.0304107405621274,1.07100456794246,4.33663359194986,493.03318903624,1.95904416651723,0.00910941837125295,1.27898850749249,57.96717525255,474.936047794663,89.4509242480975,0.00828612089001282,1.38409283731183
9,9.14339,36,36.659554,13.72,13.763086,103.049591,NaN,0.986724734306335,NaN,30.958969,400,400.351807,25,31.409422,8.859835,56.496658,49.971485,401.835907,399.472076,398.712463,6688.353516,12.453073,11.950036,12.065271,1.659523,1.657328,1.589845,56.878094,97.481705,36.60318,13.944295,97.638237,103.08287,101.651169,0.591812610626221,512.98999,434.287573341637,1.91004239830546,0.0304097636524352,1.07100389534718,4.33795997957719,492.969282462137,1.95887712915899,0.00910690432877294,1.27925070508372,57.965739343479,474.936123088599,89.4497040440546,0.00828642317563008,1.38407447771625
9,9.14339,36,36.659554,13.72,13.764723,103.112381,NaN,0.986724734306335,NaN,30.960629,400,400.176514,25,31.414499,8.864309,56.404755,49.971485,401.835907,399.472076,398.712463,6688.353516,12.453073,11.950036,12.065271,1.659523,1.657328,1.589845,56.878094,97.481705,36.60318,13.944295,97.638237,103.08287,101.651169,0.591812610626221,512.98999,434.289326565103,1.91004850893112,0.0304100830573295,1.07099178759446,4.33795997957719,493.049595744683,1.95909059717737,0.0091104687465171,1.27890465549285,57.965739343479,474.938338804765,89.4513049187249,0.00828652650071796,1.384057478809
9,9.144112,36,36.659893,13.72,13.764723,103.112381,NaN,0.984971761703491,NaN,30.960629,400,400.176514,25,31.414499,8.846457,56.266121,49.974911,401.566162,398.841919,398.27301,6685.361328,12.478994,11.94543,11.997955,1.646096,1.646763,1.584845,56.893684,97.180405,36.639523,13.924414,97.617355,103.078789,101.641281,0.51680999994278,509.399078,434.287480291612,1.91003442190094,0.030407171018395,1.0710293995313,4.34052043037605,493.049180682049,1.95908867323902,0.00911035669923341,1.27891028382708,57.9661564622932,474.933511758779,89.4481876264688,0.00828621460958193,1.38409967905226
9,9.141787,36,36.658497,13.72,13.770183,103.279793,NaN,0.985922873020172,NaN,30.954248,400,400.121704,25,31.412231,8.842367,56.316936,49.974911,401.566162,398.841919,398.27301,6685.361328,12.478994,11.94543,11.997955,1.646096,1.646763,1.584845,56.893684,97.180405,36.639523,13.924414,97.617355,103.078789,101.641281,0.51680999994278,509.399078,434.299272486812,1.91010016581555,0.0304176153910511,1.07086794641695,4.33227466646775,493.264914015876,1.95966528570222,0.00912031323466377,1.27796920215047,57.9644387493013,474.956194019175,89.4630518820477,0.00828762977066507,1.38390443988152
9,9.141712,36,36.657585,13.72,13.76263,103.425568,NaN,0.985800683498383,NaN,30.940855,400,400.070831,25,31.408556,8.836545,56.520294,49.974911,402.05426,399.338623,398.761139,6692.887695,12.450362,11.941447,11.993053,1.668313,1.656465,1.599756,56.909317,97.252113,36.597839,13.958887,97.514069,103.040642,101.666313,0.570545732975006,496.872375,434.291375784763,1.91007343825953,0.0304164442269545,1.07091986286977,4.33200864775915,493.45226394136,1.96016510178423,0.00912887273560109,1.27716040515248,57.963316546985,474.945746551135,89.4545067874213,0.00828737610901031,1.38397065879767
9,9.139929,36,36.654381,13.72,13.767073,103.520088,NaN,0.986128926277161,NaN,30.928186,400,400.176636,25,31.411272,8.834511,56.553879,49.974911,402.05426,399.338623,398.761139,6692.887695,12.450362,11.941447,11.993053,1.668313,1.656465,1.599756,56.909317,97.252113,36.597839,13.958887,97.514069,103.040642,101.666313,0.570545732975006,496.872375,434.300692277326,1.91012481400132,0.0304245070331839,1.07079419509191,4.32568401188115,493.576858080636,1.9605036900198,0.0091352820147869,1.27659591051565,57.9593738926868,474.961720307824,89.4625503488576,0.00828894158670755,1.38379938630351
9,9.140917,36,36.653042,13.72,13.769643,103.469032,NaN,0.986653745174408,NaN,30.899817,400,400.287292,25,31.41293,8.840008,56.565739,49.974911,402.33075,399.568085,399.011139,6685.526367,12.450281,11.945201,11.99351,1.678348,1.675908,1.611809,56.923393,97.6035,36.624805,13.948966,97.578499,102.966431,101.708336,0.483029156923294,500.52713,434.300918432813,1.91011512618071,0.0304210208063475,1.07082664371359,4.32918874833643,493.513304575458,1.96033820122338,0.00913283577576935,1.27685011208118,57.9577261146924,474.957097507091,89.4577473954742,0.00828906896562183,1.38381442424355
9,9.141714,36,36.650723,13.72,13.756256,103.378319,NaN,0.985220611095428,NaN,30.876556,400,400.212677,25,31.408264,8.837166,56.663052,49.974911,402.325317,399.808441,399.11731,6691.918945,12.438736,11.935879,12.036014,1.659135,1.65873,1.594904,56.886917,97.489204,36.616718,13.966071,97.671829,102.98597,101.702759,0.495185881853104,494.168671,434.284544476722,1.91004960707735,0.0304151923384003,1.07096709921732,4.3320157416137,493.400284200489,1.96004369583067,0.00912846670776775,1.27730411391005,57.9548722292876,474.931418295162,89.4366587533636,0.00828846527786557,1.38397600364356
9,9.14102,36,36.649441,13.72,13.749996,103.272133,NaN,0.985332429409027,NaN,30.860126,400,400.252136,25,31.396936,8.838456,56.648056,49.974911,402.325317,399.808441,399.11731,6691.918945,12.438736,11.935879,12.036014,1.659135,1.65873,1.594904,56.886917,97.489204,36.616718,13.966071,97.671829,102.98597,101.702759,0.495185881853104,494.168671,434.279615048881,1.91003978299927,0.0304167711137791,1.07097724497424,4.32955410422568,493.266187754666,1.95969061406619,0.00912287383328435,1.27786144978285,57.9532944683795,474.926793649511,89.4319167813512,0.00828857795678578,1.38399194429951
9,9.14102,36,36.649441,13.72,13.751586,103.179855,NaN,0.985332429409027,NaN,30.854919,400,400.259918,25,31.393799,8.840446,56.655788,49.974911,402.098907,399.519562,398.877472,6689.179688,12.434826,11.929831,12.032474,1.658024,1.655717,1.593677,56.931957,97.326881,36.622604,13.955515,97.70829,102.974594,101.707809,0.543750822544098,497.090271,434.28131789335,1.91004571830696,0.0304170814204809,1.07096548305686,4.32955410422568,493.14824597714,1.95937725247844,0.0091176409298941,1.27836632396562,57.9532944683795,474.928945689572,89.4334717419176,0.00828867834004893,1.38397543472334
9,9.14047,36,36.65012,13.72,13.754183,103.188271,NaN,0.985852599143982,NaN,30.848442,400,400.227875,25,31.402605,8.835171,56.677467,49.974911,402.46106,399.789429,399.154663,6686.628906,12.472895,11.947659,12.024888,1.673895,1.662634,1.601763,56.944313,97.473183,36.622555,13.95895,97.537247,102.908836,101.741508,0.57273542881012,501.618896,434.285505674764,1.91006614611088,0.0304198079097531,1.0709176225823,4.3276031387781,493.15817412571,1.9594019886187,0.00911789377410179,1.27833143654767,57.9541301211403,474.936915348989,89.4399720793745,0.00828887614445317,1.38392465124766
9,9.138144,36,36.648106,13.72,13.754183,103.188271,NaN,0.985244572162628,NaN,30.848442,400,400.227875,25,31.402605,8.824628,56.724686,49.974911,402.46106,399.789429,399.154663,6686.628906,12.472895,11.947659,12.024888,1.673895,1.662634,1.601763,56.944313,97.473183,36.622555,13.95895,97.537247,102.908836,101.741508,0.57273542881012,501.618896,434.291453455769,1.91011154287072,0.030429197920069,1.07079647827368,4.31935134987435,493.160637141267,1.95941341298548,0.00911855988771108,1.2782980884818,57.9516514324299,474.951706451332,89.4484606059327,0.00829008202463418,1.38378055923798
9,9.136396,36,36.646614,13.72,13.750249,103.206406,NaN,0.985797762870789,NaN,30.839952,400,400.139008,25,31.407459,8.833897,56.726929,49.977962,401.631134,399.249939,398.357025,6687.76416,12.417645,11.955157,12.03388,1.644356,1.635202,1.569523,56.916729,97.397598,36.601128,13.953753,97.546303,102.97364,101.733627,0.679122865200043,511.034943,434.291710525038,1.91013098030487,0.0304354896670655,1.0707345201405,4.31314904933788,493.185642324187,1.95948347003897,0.00912008205155439,1.27817406524249,57.9498151128169,474.957517531171,89.4510305618502,0.00829073537049212,1.38371329486252
9,9.136374,36,36.64315,13.72,13.744932,103.204002,NaN,0.985769867897034,NaN,30.820347,400,399.842682,25,31.400814,8.830422,56.657654,49.977962,401.631134,399.249939,398.357025,6687.76416,12.417645,11.955157,12.03388,1.644356,1.635202,1.569523,56.916729,97.397598,36.601128,13.953753,97.546303,102.97364,101.733627,0.679122865200043,511.034943,434.286073582565,1.91011156576245,0.0304345406044435,1.07077265242868,4.31307098263665,493.18680473312,1.95949495328716,0.00912109166858376,1.27812990595674,57.9455514656177,474.947605917957,89.4400840166134,0.00829116070305412,1.38373648969194
9,9.135705,36,36.642288,13.72,13.747363,103.15007,NaN,0.985572636127472,NaN,30.81711,400,399.877441,25,31.39889,8.83523,56.591808,49.977962,402.004486,399.753662,398.856506,6693.21582,12.40636,11.947247,12.055571,1.664565,1.645887,1.588584,56.896084,97.413483,36.574245,13.948727,97.511093,103.004242,101.712341,0.537477195262909,496.265656,434.290387227554,1.91013369858676,0.0304377177232108,1.07071985610686,4.31069697786199,493.118919303307,1.95931665275291,0.00911831715438086,1.27841116149075,57.9444904261671,474.954916386827,89.4444257361688,0.00829172266158816,1.38366733238227
9,9.135023,36,36.640072,13.72,13.755257,103.089134,NaN,0.986221969127655,NaN,30.815737,400,399.851318,25,31.40324,8.838399,56.5737,49.977962,401.648499,399.390991,398.357513,6687.713379,12.373829,11.95085,12.027215,1.683357,1.661646,1.612915,56.902489,97.422798,36.527794,13.965397,97.483192,102.986282,101.689911,0.583112895488739,501.576752,434.300582773808,1.91017647129182,0.0304420142191738,1.07062607618663,4.30827670654088,493.043721261199,1.95912217059178,0.00911559166858554,1.27870911128368,57.9417626490347,474.968588112172,89.4518866639208,0.00829292847485092,1.3835288459124
9,9.136063,36,36.640041,13.72,13.748521,103.065964,NaN,0.986191213130951,NaN,30.807652,400,399.935944,25,31.414633,8.841616,56.567715,49.977962,401.648499,399.390991,398.357513,6687.713379,12.373829,11.95085,12.027215,1.683357,1.661646,1.612915,56.902489,97.422798,36.527794,13.965397,97.483192,102.986282,101.689911,0.583112895488739,501.576752,434.290711747417,1.91013103168513,0.0304364975195193,1.07072994412689,4.31196738834768,493.014130064167,1.95904359330305,0.00911428638551613,1.27883608599291,57.9417244887446,474.952086188276,89.439925931346,0.00829216656934711,1.38365479062857
9,9.135939,36,36.641037,13.72,13.739618,103.046906,NaN,0.98551082611084,NaN,30.823214,400,400.053406,25,31.420732,8.851601,56.50267,49.977962,401.818329,399.387329,398.534668,6692.143555,12.39996,11.949103,12.017336,1.685799,1.666739,1.611174,56.886517,97.582794,36.586693,13.947547,97.533913,102.939934,101.709808,0.612121403217316,513.10553,434.2814958606,1.91010022420997,0.0304352604029293,1.0707892632242,4.3115273621533,492.988536750181,1.95897315052442,0.00911287463590592,1.27895760319344,57.9429505287926,474.941741668855,89.433537932448,0.00829142866994508,1.38374924812426
