REPORT START/STOP
Start Time,08/06/2021,13:05:38
End Time,08/06/2021,14:12:50

Program,R290_pi_6.5
Batch,Jumo,,,,,,,,,,,,,,
Product,HE,,,,,,,,,,,,,,

REPORT DESCRIPTION

RECORDED VALUES : FR_2
Date;Time,R1.P7.Setpoint_value,R1.P7.Process_value,R2.t7.Setpoint_value,R2.t7.Process_value,R2.Voltage.Setpoint_value,R2.Voltage.Process_value,R2.TAmb.Setpoint_value,R2.TAmb.Process_value
08/06/2021;13:05:38,?,16.214985,?,36.976871,400,0,25,28.458023
08/06/2021;13:05:39,?,16.212807,?,36.970078,400,0,25,28.446838
08/06/2021;13:05:40,?,16.208735,?,36.970078,400,0,25,28.446838
08/06/2021;13:05:41,?,16.206034,?,36.990486,400,87.204956,25,28.437965
08/06/2021;13:05:42,?,16.202791,?,36.997349,400,324.130524,25,28.436951
08/06/2021;13:05:43,?,16.200146,?,36.97142,400,432.87561,25,28.443808
08/06/2021;13:05:44,?,16.196396,?,36.968853,400,417.825043,25,28.454941
08/06/2021;13:05:45,?,16.19458,?,36.963287,400,367.148956,25,28.457464
08/06/2021;13:05:46,?,16.19458,?,36.951553,400,321.47348,25,28.453295
08/06/2021;13:05:47,?,16.190632,?,36.939835,400,308.953949,25,28.448637
08/06/2021;13:05:48,?,16.187073,?,36.913422,400,330.75,25,28.440897
08/06/2021;13:05:49,?,16.183554,?,36.884552,400,349.114319,25,28.441521
08/06/2021;13:05:50,?,16.180948,?,36.884552,400,349.114319,25,28.441521
08/06/2021;13:05:51,?,16.177292,?,36.858368,400,355.252228,25,28.450453
08/06/2021;13:05:52,?,16.174026,?,36.853367,400,354.501129,25,28.454884
08/06/2021;13:05:53,?,16.17099,?,36.8479,400,355.131622,25,28.451044
08/06/2021;13:05:54,?,16.167591,?,36.844959,400,359.597046,25,28.444809
08/06/2021;13:05:55,?,16.164373,?,36.847244,400,364.732971,25,28.442951
08/06/2021;13:05:56,?,16.161268,?,36.865654,400,368.488495,25,28.44846
08/06/2021;13:05:57,?,16.161268,?,36.88599,400,371.130615,25,28.446255
08/06/2021;13:05:58,?,16.158094,?,36.904922,400,373.317627,25,28.444914
08/06/2021;13:05:59,?,16.156263,?,36.931629,400,375.764221,25,28.447622
08/06/2021;13:06:00,?,16.152851,?,36.959953,400,378.320496,25,28.448387
