REPORT START/STOP
Start Time,10/06/2021,11:34:23
End Time,10/06/2021,13:06:45

Program,R290_pi_2.5
Batch,Jumo,,,,,,,,,,,,,,
Product,HE,,,,,,,,,,,,,,

REPORT DESCRIPTION

RECORDED VALUES : FR_2
Date;Time,R1.P7.Setpoint_value,R1.P7.Process_value,R2.t7.Setpoint_value,R2.t7.Process_value,R2.Voltage.Setpoint_value,R2.Voltage.Process_value,R2.TAmb.Setpoint_value,R2.TAmb.Process_value
10/06/2021;11:34:23,?,21.330605,?,56.124485,400,204.712967,25,33.3284
10/06/2021;11:34:24,?,21.326681,?,56.112064,400,204.697006,25,33.326405
10/06/2021;11:34:25,?,21.323078,?,56.096119,400,207.058487,25,33.321129
10/06/2021;11:34:26,?,21.323078,?,56.104855,400,227.209152,25,33.305927
10/06/2021;11:34:27,?,21.317728,?,56.080284,400,252.471436,25,33.294121
10/06/2021;11:34:28,?,21.31353,?,56.080284,400,252.471436,25,33.294121
10/06/2021;11:34:29,?,21.310045,?,56.064655,400,267.133911,25,33.285557
10/06/2021;11:34:30,?,21.305191,?,56.052444,400,275.180573,25,33.272644
10/06/2021;11:34:31,?,21.300346,?,56.029972,400,285.715668,25,33.263084
10/06/2021;11:34:32,?,21.296329,?,56.028862,400,297.389923,25,33.262917
10/06/2021;11:34:33,?,21.291653,?,56.027901,400,307.700867,25,33.262207
10/06/2021;11:34:34,?,21.286552,?,56.027412,400,317.319122,25,33.258476
10/06/2021;11:34:35,?,21.286552,?,56.023861,400,324.829468,25,33.254211
10/06/2021;11:34:36,?,21.282196,?,56.036232,400,331.256805,25,33.24469
10/06/2021;11:34:37,?,21.27899,?,56.050419,400,338.137085,25,33.237206
10/06/2021;11:34:38,?,21.272392,?,56.050419,400,338.137085,25,33.237206
10/06/2021;11:34:39,?,21.268042,?,56.062775,400,345.180023,25,33.250118
10/06/2021;11:34:40,?,21.263424,?,56.079865,400,350.39502,25,33.251915
10/06/2021;11:34:41,?,21.260502,?,56.082035,400,355.212189,25,33.242458
10/06/2021;11:34:42,?,21.256176,?,56.088554,400,359.295319,25,33.233589
10/06/2021;11:34:43,?,21.252361,?,56.10006,400,363.207825,25,33.236229
10/06/2021;11:34:44,?,21.248285,?,56.084469,400,366.500427,25,33.236755
10/06/2021;11:34:45,?,21.244507,?,56.07584,400,369.776428,25,33.231865
10/06/2021;11:34:46,?,21.237923,?,56.076649,400,372.503082,25,33.229019
10/06/2021;11:34:47,?,21.23501,?,56.069672,400,375.106506,25,33.234482
10/06/2021;11:34:48,?,21.23501,?,56.069672,400,375.106506,25,33.234482
10/06/2021;11:34:49,?,21.230154,?,56.070168,400,377.353699,25,33.246471
10/06/2021;11:34:50,?,21.225224,?,56.069153,400,379.838074,25,33.243752
10/06/2021;11:34:51,?,21.220133,?,56.04607,400,381.843903,25,33.230453
10/06/2021;11:34:52,?,21.216793,?,56.040451,400,383.491394,25,33.214264
10/06/2021;11:34:53,?,21.213081,?,56.013031,400,384.753937,25,33.204266
10/06/2021;11:34:54,?,21.208706,?,55.947701,400,386.310547,25,33.202347
10/06/2021;11:34:55,?,21.203777,?,55.866211,400,387.746063,25,33.20343
10/06/2021;11:34:56,?,21.199833,?,55.780083,400,388.898254,25,33.201725
10/06/2021;11:34:57,?,21.194059,?,55.70879,400,389.964417,25,33.201271
10/06/2021;11:34:58,?,21.189577,?,55.641052,400,390.925446,25,33.19812
10/06/2021;11:34:59,?,21.189577,?,55.591106,400,391.528015,25,33.18964
10/06/2021;11:35:00,?,21.186298,?,55.591106,400,391.528015,25,33.18964
10/06/2021;11:35:01,?,21.18203,?,55.557724,400,392.240021,25,33.18441
10/06/2021;11:35:02,?,21.179152,?,55.547142,400,392.901733,25,33.18206
10/06/2021;11:35:03,?,21.175495,?,55.540768,400,394.227753,25,33.191196
10/06/2021;11:35:04,?,21.172348,?,55.554138,400,395.074524,25,33.202881
10/06/2021;11:35:05,?,21.168264,?,55.536659,400,395.309296,25,33.206749
10/06/2021;11:35:06,?,21.165405,?,55.457355,400,395.388885,25,33.208641
10/06/2021;11:35:07,?,21.16267,?,55.357513,400,395.561371,25,33.205185
10/06/2021;11:35:08,?,21.159477,?,55.233894,400,395.862518,25,33.191177
10/06/2021;11:35:09,?,21.166368,?,55.118401,400,396.391754,25,33.178543
10/06/2021;11:35:10,?,23.467625,?,55.03492,400,389.263367,25,33.163918
10/06/2021;11:35:11,?,23.629545,?,55.017445,400,390.328491,25,33.149693
10/06/2021;11:35:12,?,23.354488,?,55.081547,400,398.896973,25,33.121323
10/06/2021;11:35:13,?,23.354488,?,55.195148,400,402.269531,25,33.102577
10/06/2021;11:35:14,?,21.865993,?,55.195148,400,402.269531,25,33.102577
10/06/2021;11:35:15,?,20.809143,?,55.272186,400,400.983429,25,33.094791
10/06/2021;11:35:16,?,19.027624,?,55.27578,400,398.945923,25,33.088501
10/06/2021;11:35:17,?,16.832123,?,55.214565,400,398.418976,25,33.084675
10/06/2021;11:35:18,?,15.799759,?,55.10038,400,398.746582,25,33.087898
10/06/2021;11:35:19,?,15.25688,?,54.963329,400,399.130463,25,33.087433
10/06/2021;11:35:20,?,15.256153,?,54.835281,400,399.330811,25,33.085232
10/06/2021;11:35:21,?,15.41318,?,54.699139,400,399.330078,25,33.08551
