REPORT START/STOP
Start Time,08/06/2021,08:16:59
End Time,08/06/2021,10:24:29

Program,R290_pi_5.5
Batch,Jumo,,,,,,,,,,,,,,
Product,HE,,,,,,,,,,,,,,

REPORT DESCRIPTION

RECORDED VALUES : FR_2
Date;Time,R1.P7.Setpoint_value,R1.P7.Process_value,R2.t7.Setpoint_value,R2.t7.Process_value,R2.Voltage.Setpoint_value,R2.Voltage.Process_value,R2.TAmb.Setpoint_value,R2.TAmb.Process_value
08/06/2021;08:19:11,?,4.774642,?,7.481686,400,400.258301,25,25.104664
08/06/2021;08:19:12,?,4.770043,?,7.546969,400,400.286987,25,25.226522
08/06/2021;08:19:13,?,4.76782,?,7.601336,400,400.208588,25,25.356106
08/06/2021;08:19:14,?,4.770082,?,7.65103,400,400.104645,25,25.48275
08/06/2021;08:19:15,?,4.768704,?,7.680932,400,400.278076,25,25.584442
08/06/2021;08:19:16,?,4.765054,?,7.714015,400,400.294159,25,25.676407
08/06/2021;08:19:17,?,4.762367,?,7.714015,400,400.294159,25,25.676407
08/06/2021;08:19:18,?,4.761888,?,7.755397,400,400.226654,25,25.751446
08/06/2021;08:19:19,?,4.757268,?,7.781648,400,400.163788,25,25.786972
08/06/2021;08:19:20,?,4.755806,?,7.784971,400,400.136261,25,25.81016
08/06/2021;08:19:21,?,4.752377,?,7.769413,400,400.210693,25,25.821625
08/06/2021;08:19:22,?,4.746655,?,7.807476,400,400.37793,25,25.851788
08/06/2021;08:19:23,?,4.746655,?,7.860378,400,400.379761,25,25.886585
08/06/2021;08:19:24,?,4.742308,?,7.921281,400,400.315948,25,25.905676
08/06/2021;08:19:25,?,4.740538,?,7.995903,400,400.187561,25,25.914738
08/06/2021;08:19:26,?,4.737456,?,8.071483,400,400.209534,25,25.92239
08/06/2021;08:19:27,?,4.734545,?,8.166885,400,400.205261,25,25.935621
08/06/2021;08:19:28,?,4.732584,?,8.266485,400,400.20816,25,25.935261
08/06/2021;08:19:29,?,4.730678,?,8.359241,400,400.153656,25,25.943813
08/06/2021;08:19:30,?,4.730148,?,8.448147,400,400.20401,25,25.963188
08/06/2021;08:19:31,?,4.726917,?,8.529136,400,400.257599,25,25.97114
08/06/2021;08:19:32,?,4.723642,?,8.617501,400,400.203522,25,25.977943
08/06/2021;08:19:33,?,4.718823,?,8.617501,400,400.203522,25,25.977943
08/06/2021;08:19:34,?,4.715851,?,8.723724,400,400.256531,25,25.993425
