REPORT START/STOP
Start Time,08/06/2021,14:23:08
End Time,08/06/2021,16:56:06

Program,R290_pi_4.5
Batch,Jumo,,,,,,,,,,,,,,
Product,HE,,,,,,,,,,,,,,

REPORT DESCRIPTION

RECORDED VALUES : FR_2
Date;Time,R1.P7.Setpoint_value,R1.P7.Process_value,R2.t7.Setpoint_value,R2.t7.Process_value,R2.Voltage.Setpoint_value,R2.Voltage.Process_value,R2.TAmb.Setpoint_value,R2.TAmb.Process_value
08/06/2021;14:23:08,?,21.291857,?,45.211136,400,0,25,29.747791
08/06/2021;14:23:09,?,21.285416,?,45.080318,400,134.867966,25,29.765905
08/06/2021;14:23:10,?,21.277695,?,44.958256,400,350.206879,25,29.78771
08/06/2021;14:23:11,?,21.277695,?,44.840626,400,426.735687,25,29.80772
08/06/2021;14:23:12,?,21.270004,?,44.756069,400,412.893036,25,29.824869
08/06/2021;14:23:13,?,21.263933,?,44.756069,400,412.893036,25,29.824869
08/06/2021;14:23:14,?,21.25577,?,44.642033,400,361.422333,25,29.847393
08/06/2021;14:23:15,?,21.248001,?,44.546043,400,317.324249,25,29.872841
08/06/2021;14:23:16,?,21.241764,?,44.465584,400,305.760681,25,29.897566
08/06/2021;14:23:17,?,21.236,?,44.387886,400,330.098419,25,29.91991
08/06/2021;14:23:18,?,21.228783,?,44.329777,400,349.550629,25,29.94282
08/06/2021;14:23:19,?,21.222698,?,44.317093,400,354.881836,25,29.962696
08/06/2021;14:23:20,?,21.215799,?,44.317558,400,352.982239,25,29.970575
08/06/2021;14:23:21,?,21.209223,?,44.308136,400,353.349152,25,29.973845
08/06/2021;14:23:22,?,21.202141,?,44.335747,400,360.414581,25,29.990471
08/06/2021;14:23:23,?,21.202141,?,44.368629,400,365.546692,25,30.024715
08/06/2021;14:23:24,?,21.195745,?,44.368629,400,365.546692,25,30.024715
08/06/2021;14:23:25,?,21.190361,?,44.398697,400,368.592834,25,30.057192
08/06/2021;14:23:26,?,21.184565,?,44.451859,400,371.197174,25,30.080311
08/06/2021;14:23:27,?,21.177807,?,44.487003,400,373.714691,25,30.09432
08/06/2021;14:23:28,?,21.172554,?,44.52689,400,376.295868,25,30.106409
08/06/2021;14:23:29,?,21.167419,?,44.568245,400,378.855652,25,30.126411
08/06/2021;14:23:30,?,21.162338,?,44.594719,400,380.827423,25,30.151663
08/06/2021;14:23:31,?,21.157471,?,44.597969,400,382.47876,25,30.175735
08/06/2021;14:23:32,?,21.152836,?,44.591122,400,384.225342,25,30.19861
08/06/2021;14:23:33,?,21.148785,?,44.577419,400,385.534302,25,30.220829
08/06/2021;14:23:34,?,21.148785,?,44.568069,400,386.981079,25,30.248817
08/06/2021;14:23:35,?,21.144281,?,44.566147,400,388.020844,25,30.283634
08/06/2021;14:23:36,?,21.140995,?,44.566147,400,388.020844,25,30.283634
08/06/2021;14:23:37,?,21.136564,?,44.587471,400,389.192444,25,30.307487
08/06/2021;14:23:38,?,21.131126,?,44.624332,400,390.148621,25,30.319578
08/06/2021;14:23:39,?,21.12677,?,44.664276,400,391.322876,25,30.330351
08/06/2021;14:23:40,?,21.12196,?,44.666958,400,392.219238,25,30.337082
08/06/2021;14:23:41,?,21.1189,?,44.657825,400,392.566467,25,30.34922
08/06/2021;14:23:42,?,21.114405,?,44.66761,400,393.122284,25,30.363256
08/06/2021;14:23:43,?,21.111565,?,44.700035,400,394.276184,25,30.372478
08/06/2021;14:23:44,?,21.109917,?,44.708599,400,394.794342,25,30.376932
08/06/2021;14:23:45,?,21.108955,?,44.729168,400,395.097961,25,30.38735
08/06/2021;14:23:46,?,21.10639,?,44.749352,400,395.526031,25,30.394184
