REPORT START/STOP
Start Time,01/06/2021,14:12:38
End Time,01/06/2021,14:16:16

Program,R290_pi_4.5
Batch,Jumo,,,,,,,,,,,,,,
Product,HE,,,,,,,,,,,,,,

REPORT DESCRIPTION

RECORDED VALUES : FR_2
Date;Time,R1.P7.Setpoint_value,R1.P7.Process_value,R2.t7.Setpoint_value,R2.t7.Process_value,R2.Voltage.Setpoint_value,R2.Voltage.Process_value,R2.TAmb.Setpoint_value,R2.TAmb.Process_value
RECORDED VALUES : FR_5
Date;Time,CPU.Suction mf.Process_value,CPU.Suc density.Process_value,CPU.Suction temp.Process_value,CPU.Discharge mf.Process_value,CPU.Disch density.Process_value,CPU.Discharge temp.Process_value,CPU.Oil mf.Process_value,CPU.Oil density.Process_value
01/06/2021;14:12:38,0,424.532257,60.863831,0,47.065411,69.899055,0,818.6073
01/06/2021;14:12:39,0,424.557251,60.842392,0,47.04203,69.881355,0,818.510986
01/06/2021;14:12:40,0,424.557251,60.842392,0,47.04203,69.881355,0,818.510986
01/06/2021;14:12:41,103.043793,203.915482,60.824932,65.441994,69.076271,69.82531,6.172369,794.884705
01/06/2021;14:12:42,50.993484,32.402458,60.673027,383.681854,317.445435,69.974419,10.763636,869.702454
01/06/2021;14:12:43,50.993484,32.402458,60.673027,383.681854,317.445435,69.974419,10.763636,869.702454
01/06/2021;14:12:44,50.340099,27.96627,60.505917,359.624176,425.209412,70.146698,11.597298,805.015869
01/06/2021;14:12:45,60.164562,19.715086,60.121296,342.75882,433.899597,69.898979,11.760018,692.290649
01/06/2021;14:12:46,60.164562,19.715086,60.121296,342.75882,433.899597,69.898979,11.760018,692.290649
01/06/2021;14:12:47,60.007896,17.379379,59.622353,223.317062,235.826584,69.682198,9.256591,654.749329
01/06/2021;14:12:48,60.007896,17.379379,59.622353,223.317062,235.826584,69.682198,9.256591,654.749329
01/06/2021;14:12:49,56.462307,18.59597,58.32523,142.144241,118.367271,70.805901,1.362414,525.922791
01/06/2021;14:12:50,55.407776,19.062162,55.366341,119.154503,102.666306,71.776711,0.09103618562221527,319.147797
01/06/2021;14:12:51,55.407776,19.062162,55.366341,119.154503,102.666306,71.776711,0.09103618562221527,319.147797
01/06/2021;14:12:52,55.531704,19.459181,52.981342,97.966942,93.400452,72.610863,0.06235365942120552,319.092438
01/06/2021;14:12:53,53.482773,20.717749,48.27557,77.709106,85.379654,73.694862,?,314.950195
01/06/2021;14:12:54,53.482773,20.717749,48.27557,77.709106,85.379654,73.694862,?,314.950195
01/06/2021;14:12:55,51.184723,22.503767,45.076973,69.425133,83.497856,74.69548,?,312.124847
01/06/2021;14:12:56,51.184723,22.503767,45.076973,69.425133,83.497856,74.69548,?,312.124847
01/06/2021;14:12:57,50.240292,25.648111,42.478012,67.073761,84.277939,75.156944,?,304.947784
01/06/2021;14:12:58,52.113094,28.376823,40.158108,65.231209,85.452522,75.653824,?,301.03418
01/06/2021;14:12:59,52.113094,28.376823,40.158108,65.231209,85.452522,75.653824,?,301.03418
01/06/2021;14:13:00,53.101372,29.917294,38.710373,63.254875,88.723763,76.654961,?,296.509064
01/06/2021;14:13:01,56.004013,32.08754,36.400661,62.599255,90.5774,77.22287,?,290.061554
01/06/2021;14:13:02,56.004013,32.08754,36.400661,62.599255,90.5774,77.22287,?,290.061554
01/06/2021;14:13:03,56.776348,33.451809,35.001118,61.794437,94.244255,78.38739,?,286.754669
01/06/2021;14:13:04,58.85392,34.348801,34.209187,61.820564,96.023094,78.948074,?,286.416412
01/06/2021;14:13:05,58.85392,34.348801,34.209187,61.820564,96.023094,78.948074,?,286.416412
01/06/2021;14:13:06,57.405918,35.159184,33.245579,62.134537,99.216171,80.081856,?,282.807404
01/06/2021;14:13:07,59.413025,35.811008,32.409706,62.437958,100.844078,80.654892,?,279.483734
01/06/2021;14:13:08,59.413025,35.811008,32.409706,62.437958,100.844078,80.654892,?,279.483734
01/06/2021;14:13:09,58.67197,36.565853,31.503292,63.357059,103.833748,81.652061,?,275.863892
01/06/2021;14:13:10,58.67197,36.565853,31.503292,63.357059,103.833748,81.652061,?,275.863892
01/06/2021;14:13:11,59.153198,37.130898,30.918543,63.751389,105.40995,82.1996,?,273.97876
01/06/2021;14:13:12,61.153431,37.522324,30.577669,64.675034,107.973038,83.167824,?,272.792999
01/06/2021;14:13:13,61.153431,37.522324,30.577669,64.675034,107.973038,83.167824,?,272.792999
01/06/2021;14:13:14,60.145374,38.010597,30.169357,65.397362,109.159004,83.556389,?,270.629822
01/06/2021;14:13:15,62.134468,38.416389,29.796633,66.493088,111.047104,84.47213,?,268.305267
01/06/2021;14:13:16,62.134468,38.416389,29.796633,66.493088,111.047104,84.47213,?,268.305267
01/06/2021;14:13:17,63.100864,38.592213,29.428711,66.855255,111.742462,84.878166,?,266.990753
01/06/2021;14:13:18,61.245365,38.529686,29.292078,67.181602,112.955872,85.574829,?,266.585114
01/06/2021;14:13:19,61.245365,38.529686,29.292078,67.181602,112.955872,85.574829,?,266.585114
01/06/2021;14:13:20,62.742737,38.861843,29.074339,67.380112,113.466286,85.980156,?,266.456299
01/06/2021;14:13:21,66.842278,38.670158,28.90605,67.764671,114.413757,86.636925,?,266.63443
01/06/2021;14:13:22,66.842278,38.670158,28.90605,67.764671,114.413757,86.636925,?,266.63443
01/06/2021;14:13:23,62.895565,38.555393,28.761845,67.940964,115.202171,86.940109,?,266.154083
01/06/2021;14:13:24,62.510189,38.606091,28.603275,68.253693,116.081131,87.464615,?,264.589172
01/06/2021;14:13:25,62.510189,38.606091,28.603275,68.253693,116.081131,87.464615,?,264.589172
01/06/2021;14:13:26,61.196655,38.622814,28.477062,68.464615,116.582054,87.713341,?,263.91507
01/06/2021;14:13:27,61.196655,38.622814,28.477062,68.464615,116.582054,87.713341,?,263.91507
01/06/2021;14:13:28,64.80426,38.669563,28.359577,68.467339,117.721588,88.132797,?,264.299133
01/06/2021;14:13:29,63.655872,38.334221,28.26269,68.511269,118.441628,88.345055,?,266.148132
01/06/2021;14:13:30,63.655872,38.334221,28.26269,68.511269,118.441628,88.345055,?,266.148132
01/06/2021;14:13:31,62.384613,38.40052,28.197664,68.706947,119.126701,88.552788,?,266.450287
01/06/2021;14:13:32,62.826878,38.407093,28.083021,69.45314,121.148094,88.90168,?,267.178619
01/06/2021;14:13:33,62.826878,38.407093,28.083021,69.45314,121.148094,88.90168,?,267.178619
01/06/2021;14:13:34,63.808632,38.201084,27.983849,69.810974,122.385414,89.065491,?,267.215912
01/06/2021;14:13:35,64.809105,38.138172,27.834791,70.070648,124.235359,89.28875,?,266.638153
01/06/2021;14:13:36,64.809105,38.138172,27.834791,70.070648,124.235359,89.28875,?,266.638153
01/06/2021;14:13:37,65.848991,38.02338,27.74128,70.481216,125.344673,89.375206,?,266.646576
01/06/2021;14:13:38,64.990128,38.058144,27.640694,71.140099,127.763756,89.569382,?,266.030273
01/06/2021;14:13:39,64.990128,38.058144,27.640694,71.140099,127.763756,89.569382,?,266.030273
01/06/2021;14:13:40,65.811859,37.77655,27.548882,71.129425,128.070145,89.671791,?,266.661072
01/06/2021;14:13:41,65.811859,37.77655,27.548882,71.129425,128.070145,89.671791,?,266.661072
01/06/2021;14:13:42,65.655174,37.664303,27.470949,71.16214,130.042847,89.850601,?,267.468811
01/06/2021;14:13:43,65.462219,37.555401,27.379267,71.316292,130.977524,89.933754,?,268.301819
01/06/2021;14:13:44,65.462219,37.555401,27.379267,71.316292,130.977524,89.933754,?,268.301819
01/06/2021;14:13:45,64.370964,37.336914,27.315125,71.065437,131.830856,90.123955,?,269.164978
01/06/2021;14:13:46,64.370964,37.336914,27.315125,71.065437,131.830856,90.123955,?,269.164978
