REPORT START/STOP
Start Time,26/01/2021,11:15:17
End Time,26/01/2021,13:17:45

Program,R410A_wiederholgenaui
Batch,Jumo,,,,,,,,,,,,,,
Product,HE,,,,,,,,,,,,,,

REPORT DESCRIPTION

RECORDED VALUES : FR_1
Date;Time,R1.P1.Setpoint_value,R1.P1.Process_value,R1.P2.Setpoint_value,R1.P2.Process_value,R2.t1.Setpoint_value,R2.t1.Process_value,R2.t2.Process_value
26/01/2021;11:15:17,?,21.93799,?,21.883923,?,34.551826,38.268921
26/01/2021;11:15:18,11.975866,21.937813,18.012066,21.882179,16.930134,34.539711,38.243462
26/01/2021;11:15:19,11.948,21.937321,18.026001,21.882107,16.83548,34.530872,38.230282
26/01/2021;11:15:20,11.9168,21.936209,18.041599,21.882498,16.74218,34.532745,38.22044
26/01/2021;11:15:21,11.8856,21.934608,18.057199,21.881689,16.636707,34.540386,38.21357
26/01/2021;11:15:22,11.8612,21.934509,18.069401,21.880806,16.542503,34.544685,38.183178
26/01/2021;11:15:23,11.83,21.933994,18.084999,21.879225,16.448753,34.544338,38.161289
26/01/2021;11:15:24,11.802134,21.933496,18.098934,21.879093,16.331108,34.543144,38.15379
26/01/2021;11:15:25,11.802134,21.933496,18.098934,21.879093,16.331108,34.543144,38.15379
26/01/2021;11:15:26,11.767467,21.932331,18.116266,21.878916,16.225639,34.546562,38.124161
26/01/2021;11:15:27,11.739599,21.932583,18.130199,21.87886,16.119717,34.543377,38.137741
26/01/2021;11:15:28,11.7048,21.930988,18.1476,21.876135,16.013794,34.533295,38.134003
26/01/2021;11:15:29,11.670267,21.930418,18.164867,21.876299,15.920041,34.530159,38.109993
26/01/2021;11:15:30,11.642534,21.93,18.178734,21.876106,15.815022,34.536545,38.104641
26/01/2021;11:15:31,11.614666,21.930315,18.192667,21.875137,15.720366,34.539181,38.104382
26/01/2021;11:15:32,11.614666,21.930315,18.192667,21.875137,15.626615,34.52747,38.118401
26/01/2021;11:15:33,11.583467,21.929689,18.208267,21.874493,15.533313,34.513115,38.094658
26/01/2021;11:15:34,11.555733,21.927553,18.222134,21.874163,15.533313,34.513115,38.094658
