REPORT START/STOP
Start Time,22/01/2021,13:21:09
End Time,22/01/2021,14:34:26

Program,R410A_pi_6.5
Batch,Jumo,,,,,,,,,,,,,,
Product,HE,,,,,,,,,,,,,,

REPORT DESCRIPTION

RECORDED VALUES : FR_1
Date;Time,R1.P1.Setpoint_value,R1.P1.Process_value,R1.P2.Setpoint_value,R1.P2.Process_value,R2.t1.Setpoint_value,R2.t1.Process_value,R2.t2.Process_value
22/01/2021;13:22:57,9.113333,4.780629,20.886667,41.282898,7.27723,-8.960436,118.305016
22/01/2021;13:22:58,9.0892,4.779436,20.910801,41.273479,7.183478,-8.697627,118.596725
22/01/2021;13:22:59,9.057734,4.776215,20.942266,41.262856,7.078006,-8.448129,118.850967
22/01/2021;13:23:00,9.030001,4.778121,20.969999,41.249844,6.983804,-8.216482,119.113533
22/01/2021;13:23:01,8.998934,4.778261,21.001066,41.236465,6.890052,-8.022422,119.377945
22/01/2021;13:23:02,8.967466,4.780346,21.032534,41.220966,6.783227,-7.865275,119.611877
22/01/2021;13:23:03,8.939867,4.783355,21.060133,41.206203,6.690375,-7.777808,119.783669
22/01/2021;13:23:04,8.912134,4.790146,21.087866,41.190559,6.596623,-7.740341,119.929909
22/01/2021;13:23:05,8.884133,4.795659,21.115868,41.177517,6.490249,-7.751406,120.092911
22/01/2021;13:23:06,8.884133,4.795659,21.115868,41.177517,6.384778,-7.791391,120.185852
22/01/2021;13:23:07,8.856533,4.804572,21.143467,41.165943,6.384778,-7.791391,120.185852
22/01/2021;13:23:08,8.825334,4.818234,21.174667,41.154781,6.291478,-7.853483,120.301941
22/01/2021;13:23:09,8.797466,4.831448,21.202534,41.142159,6.185103,-7.959703,120.474709
22/01/2021;13:23:10,8.766267,4.845123,21.233734,41.13282,6.091352,-8.120491,120.634079
22/01/2021;13:23:11,8.738533,4.854471,21.261467,41.12022,5.986329,-8.419958,120.799011
22/01/2021;13:23:12,8.710667,4.861266,21.289333,41.10881,5.903396,-8.855145,120.8908
22/01/2021;13:23:13,8.679466,4.862253,21.320534,41.108238,5.798375,-9.347111,120.975845
22/01/2021;13:23:14,8.651733,4.839493,21.348267,41.1035,5.692904,-9.793223,121.024055
22/01/2021;13:23:15,8.623867,4.816555,21.376133,41.09462,5.610418,-10.11953,121.082428
22/01/2021;13:23:16,8.592667,4.788983,21.407333,41.077415,5.504947,-10.352667,121.147362
22/01/2021;13:23:17,8.564934,4.761209,21.435066,41.059517,5.399476,-10.517835,121.187614
22/01/2021;13:23:18,8.564934,4.761209,21.435066,41.059517,5.305273,-10.662621,121.195816
22/01/2021;13:23:19,8.537067,4.721817,21.462933,41.032829,5.305273,-10.662621,121.195816
22/01/2021;13:23:20,8.509334,4.683444,21.490665,41.004456,5.211519,-10.750867,121.165054
22/01/2021;13:23:21,8.477734,4.64053,21.522266,40.973457,5.106048,-10.796195,121.187622
22/01/2021;13:23:22,8.446667,4.603616,21.553333,40.938782,5.011845,-10.809667,121.220436
22/01/2021;13:23:23,8.419067,4.572608,21.580933,40.906525,4.906373,-10.791023,121.251015
22/01/2021;13:23:24,8.3892,4.552252,21.6108,40.877155,4.805409,-10.751909,121.343735
22/01/2021;13:23:25,8.357467,4.5325,21.642532,40.846382,4.709853,-10.698625,121.481552
22/01/2021;13:23:26,8.329866,4.516535,21.670134,40.818054,4.616101,-10.619526,121.640862
22/01/2021;13:23:27,8.302134,4.509356,21.697866,40.789902,4.511081,-10.502666,121.828377
22/01/2021;13:23:28,8.274134,4.507219,21.725866,40.762291,4.416427,-10.344345,122.027161
22/01/2021;13:23:29,8.243067,4.504919,21.756933,40.736198,4.322673,-10.183384,122.254387
22/01/2021;13:23:30,8.243067,4.504919,21.756933,40.736198,4.229372,-10.012175,122.459518
22/01/2021;13:23:31,8.215334,4.505347,21.784666,40.710621,4.229372,-10.012175,122.459518
22/01/2021;13:23:32,8.187467,4.505617,21.812534,40.68388,4.100011,-9.800068,122.765396
22/01/2021;13:23:33,8.159734,4.506664,21.840267,40.656425,4.006259,-9.645307,123.027168
22/01/2021;13:23:34,8.1216,4.512225,21.878399,40.624557,3.900787,-9.486776,123.279572
22/01/2021;13:23:35,8.093733,4.51685,21.906267,40.600822,3.818302,-9.359435,123.502907
22/01/2021;13:23:36,8.066,4.525106,21.934,40.575298,3.712831,-9.241854,123.732788
