REPORT START/STOP
Start Time,26/01/2021,09:07:48
End Time,26/01/2021,10:56:10

Program,R410A_wiederholgenaui
Batch,Jumo,,,,,,,,,,,,,,
Product,HE,,,,,,,,,,,,,,

REPORT DESCRIPTION

RECORDED VALUES : FR_1
Date;Time,R1.P1.Setpoint_value,R1.P1.Process_value,R1.P2.Setpoint_value,R1.P2.Process_value,R2.t1.Setpoint_value,R2.t1.Process_value,R2.t2.Process_value
26/01/2021;09:07:48,11.975467,14.212815,18.012266,14.261506,16.917061,18.792202,18.647339
26/01/2021;09:07:49,11.944401,14.211892,18.0278,14.261212,16.812042,18.793209,18.620955
26/01/2021;09:07:50,11.9168,14.213634,18.041599,14.262357,16.718742,18.802063,18.628599
26/01/2021;09:07:51,11.8888,14.213467,18.055599,14.262426,16.61237,18.813168,18.625643
26/01/2021;09:07:52,11.857734,14.213399,18.071133,14.262646,16.519066,18.820372,18.625837
26/01/2021;09:07:53,11.83,14.213509,18.084999,14.262446,16.519066,18.820372,18.625837
26/01/2021;09:07:54,11.802,14.213223,18.098999,14.261589,16.425312,18.816261,18.627987
26/01/2021;09:07:55,11.774267,14.213978,18.112867,14.262386,16.330662,18.80588,18.6264
26/01/2021;09:07:56,11.774267,14.213978,18.112867,14.262386,16.225639,18.801624,18.626387
26/01/2021;09:07:57,11.746667,14.214839,18.126667,14.262203,16.120167,18.802799,18.627167
26/01/2021;09:07:58,11.715334,14.214204,18.142334,14.261776,16.037685,18.810415,18.631189
26/01/2021;09:07:59,11.6876,14.213516,18.1562,14.261521,15.943931,18.810804,18.623041
26/01/2021;09:08:00,11.6564,14.214175,18.171801,14.261937,15.826739,18.811041,18.610611
26/01/2021;09:08:01,11.628534,14.213953,18.185734,14.262482,15.744256,18.814592,18.614676
26/01/2021;09:08:02,11.6008,14.213781,18.1996,14.261621,15.638783,18.816071,18.631403
26/01/2021;09:08:03,11.569599,14.213111,18.2152,14.26146,15.533313,18.809137,18.638767
26/01/2021;09:08:04,11.541734,14.21375,18.229134,14.261495,15.439109,18.806372,18.642279
26/01/2021;09:08:05,11.514,14.213762,18.243,14.262467,15.357076,18.807419,18.634899
26/01/2021;09:08:06,11.4828,14.212938,18.2586,14.26254,15.357076,18.807419,18.634899
26/01/2021;09:08:07,11.454933,14.212702,18.272533,14.262182,15.251605,18.806858,18.63517
26/01/2021;09:08:08,11.454933,14.212702,18.272533,14.262182,15.157401,18.805109,18.617966
26/01/2021;09:08:09,11.423734,14.212643,18.288134,14.262252,15.063647,18.808596,18.634846
26/01/2021;09:08:10,11.395599,14.213591,18.3022,14.262639,14.956824,18.810041,18.637373
26/01/2021;09:08:11,11.368134,14.212811,18.315933,14.26198,14.863973,18.80592,18.64695
26/01/2021;09:08:12,11.336933,14.213602,18.331533,14.262518,14.758502,18.797417,18.650253
26/01/2021;09:08:13,11.3088,14.213091,18.3456,14.262376,14.663396,18.799393,18.655535
26/01/2021;09:08:14,11.2812,14.213237,18.3594,14.261993,14.570096,18.803886,18.659307
26/01/2021;09:08:15,11.250134,14.21311,18.374933,14.262611,14.465075,18.808496,18.652964
26/01/2021;09:08:16,11.222134,14.213428,18.388933,14.262638,14.37042,18.810059,18.628544
26/01/2021;09:08:17,11.194401,14.213419,18.4028,14.262774,14.27667,18.814728,18.628492
26/01/2021;09:08:18,11.163334,14.213809,18.418333,14.263556,14.27667,18.814728,18.628492
26/01/2021;09:08:19,11.135334,14.21481,18.432333,14.26291,14.159928,18.822737,18.633251
26/01/2021;09:08:20,11.135334,14.21481,18.432333,14.26291,14.076995,18.828453,18.633892
26/01/2021;09:08:21,11.107734,14.214648,18.446133,14.262506,13.983691,18.830853,18.647425
26/01/2021;09:08:22,11.08,14.213941,18.459999,14.263385,13.8665,18.821346,18.640532
26/01/2021;09:08:23,11.048667,14.213614,18.475666,14.262515,13.772298,18.798401,18.631788
26/01/2021;09:08:24,11.020933,14.213661,18.489532,14.262975,13.678544,18.789368,18.651312
26/01/2021;09:08:25,10.9932,14.214559,18.503401,14.263023,13.573071,18.79018,18.660097
26/01/2021;09:08:26,10.961866,14.2152,18.519066,14.264558,13.478869,18.792383,18.656969
26/01/2021;09:08:27,10.930666,14.215076,18.534666,14.265034,13.385118,18.79108,18.654751
26/01/2021;09:08:28,10.902933,14.215004,18.548534,14.264707,13.279647,18.799568,18.67382
26/01/2021;09:08:29,10.8716,14.215326,18.564199,14.265033,13.185443,18.807941,18.672337
26/01/2021;09:08:30,10.843866,14.216829,18.578068,14.26442,13.185443,18.807941,18.672337
26/01/2021;09:08:31,10.816133,14.216852,18.591934,14.264462,13.091689,18.811548,18.652069
26/01/2021;09:08:32,10.816133,14.216852,18.591934,14.264462,12.984866,18.811718,18.650814
26/01/2021;09:08:33,10.788267,14.215894,18.605867,14.264517,12.892015,18.818727,18.654802
26/01/2021;09:08:34,10.757067,14.215991,18.621468,14.265552,12.786544,18.825863,18.641636
26/01/2021;09:08:35,10.726933,14.21608,18.636534,14.265805,12.696397,18.818787,18.642063
26/01/2021;09:08:36,10.695467,14.216456,18.652267,14.264903,12.590024,18.807144,18.649767
26/01/2021;09:08:37,10.667733,14.216995,18.666134,14.266029,12.49627,18.809961,18.661015
26/01/2021;09:08:38,10.640134,14.217031,18.679934,14.266058,12.379531,18.818624,18.669357
26/01/2021;09:08:39,10.612133,14.218004,18.693933,14.266132,12.296596,18.81835,18.657383
26/01/2021;09:08:40,10.5844,14.192204,18.7078,14.304942,12.191125,18.813316,18.657246
26/01/2021;09:08:41,10.5532,13.462807,18.7234,15.694968,12.085654,18.804951,18.833792
26/01/2021;09:08:42,10.521867,12.985764,18.739067,20.255384,12.085654,18.804951,18.833792
26/01/2021;09:08:43,10.494133,12.235031,18.752934,24.487419,12.003169,18.77257,19.471426
26/01/2021;09:08:44,10.494133,12.235031,18.752934,24.487419,11.909417,18.611208,20.342319
26/01/2021;09:08:45,10.4664,11.200802,18.7668,22.212597,11.803945,18.172306,21.414392
26/01/2021;09:08:46,10.438534,10.161903,18.780733,22.422026,11.709743,17.460754,22.776903
26/01/2021;09:08:47,10.407333,8.919293,18.796333,24.567924,11.60427,16.317915,25.018763
26/01/2021;09:08:48,10.376,8.120226,18.812,25.004097,11.510068,14.824243,27.751665
26/01/2021;09:08:49,10.348267,7.544059,18.825867,24.340876,11.416314,13.186332,30.556704
26/01/2021;09:08:50,10.317066,7.010009,18.841467,23.99543,11.310843,11.820513,32.720695
26/01/2021;09:08:51,10.288934,6.669108,18.855534,23.527653,11.215739,10.673386,34.699402
26/01/2021;09:08:52,10.257867,6.421761,18.871067,22.728436,11.110717,9.836641,36.435509
26/01/2021;09:08:53,10.230267,6.230571,18.884867,21.978321,11.110717,9.836641,36.435509
26/01/2021;09:08:54,10.202267,6.015265,18.898867,21.259491,11.017415,9.040985,37.956928
26/01/2021;09:08:55,10.202267,6.015265,18.898867,21.259491,10.922763,7.983379,39.326874
26/01/2021;09:08:56,10.171066,5.815971,18.914467,20.768932,10.817288,6.49542,40.685997
26/01/2021;09:08:57,10.143333,5.618648,18.928333,20.490688,10.711818,4.915148,41.729691
26/01/2021;09:08:58,10.112,5.4246,18.944,20.331074,10.617614,2.998746,42.794193
26/01/2021;09:08:59,10.084267,5.274122,18.957867,20.280354,10.523862,1.29531,43.764484
26/01/2021;09:09:00,10.056534,5.144066,18.971733,20.298515,10.418391,-0.2516939043998718,44.643658
26/01/2021;09:09:01,10.028666,5.015112,18.985666,20.34314,10.324189,-1.72809,45.478134
26/01/2021;09:09:02,10.000934,4.884097,18.999533,20.39522,10.230435,-3.202623,46.387993
26/01/2021;09:09:03,9.969734,4.754475,19.015133,20.469913,10.124963,-4.439222,47.197037
26/01/2021;09:09:04,9.9384,4.64166,19.0308,20.525517,10.030761,-5.581341,48.012539
26/01/2021;09:09:05,9.910666,4.533297,19.044666,20.542469,10.030761,-5.581341,48.012539
26/01/2021;09:09:06,9.882934,4.429103,19.058533,20.541952,9.925288,-6.58197,48.850201
26/01/2021;09:09:07,9.882934,4.429103,19.058533,20.541952,9.831536,-7.420429,49.637501
26/01/2021;09:09:08,9.851601,4.347694,19.0742,20.562668,9.737332,-8.074434,50.354927
26/01/2021;09:09:09,9.823867,4.286809,19.088066,20.609196,9.631862,-8.647744,51.144958
26/01/2021;09:09:10,9.792267,4.222283,19.103867,20.670631,9.536757,-9.071816,51.893986
26/01/2021;09:09:11,9.7648,4.173851,19.117599,20.730469,9.431735,-9.356675,52.605122
26/01/2021;09:09:12,9.737066,4.12655,19.131466,20.789675,9.338433,-9.579888,53.36842
26/01/2021;09:09:13,9.702133,4.085791,19.148933,20.856714,9.23206,-9.724289,54.078491
26/01/2021;09:09:14,9.6744,4.063783,19.1628,20.916887,9.138309,-9.816053,54.752956
26/01/2021;09:09:15,9.6468,4.047423,19.1766,20.976236,9.021567,-9.88444,55.475533
26/01/2021;09:09:16,9.615334,3.97306,19.192333,21.03231,9.021567,-9.88444,55.475533
26/01/2021;09:09:17,9.615334,3.97306,19.192333,21.03231,8.938634,-9.921981,56.125786
26/01/2021;09:09:18,9.587601,3.92583,19.2062,21.072468,8.844882,-9.934523,56.771675
26/01/2021;09:09:19,9.556534,3.898245,19.221733,21.117752,8.73986,-9.939045,57.355801
26/01/2021;09:09:20,9.528666,3.883534,19.235666,21.156931,8.656924,-9.951658,57.925983
26/01/2021;09:09:21,9.500934,3.872331,19.249533,21.19623,8.551904,-9.975424,58.515915
26/01/2021;09:09:22,9.466267,3.862073,19.266867,21.237713,8.434714,-10.013634,59.074627
26/01/2021;09:09:23,9.4384,3.854427,19.2808,21.273815,8.352229,-10.071337,59.581593
26/01/2021;09:09:24,9.4072,3.846969,19.2964,21.312332,8.246757,-10.131788,60.145439
26/01/2021;09:09:25,9.382934,3.844467,19.308533,21.346443,8.141286,-10.200632,60.632484
26/01/2021;09:09:26,9.351601,3.845976,19.3242,21.381716,8.047082,-10.301793,61.14925
26/01/2021;09:09:27,9.323867,3.848497,19.338066,21.416569,7.95333,-10.406566,61.598961
26/01/2021;09:09:28,9.323867,3.848497,19.338066,21.416569,7.95333,-10.406566,61.598961
26/01/2021;09:09:29,9.292267,3.851334,19.353867,21.458046,7.859128,-10.536331,62.036766
26/01/2021;09:09:30,9.2648,3.854681,19.367599,21.495239,7.765374,-10.67563,62.468414
26/01/2021;09:09:31,9.237066,3.856503,19.381466,21.531359,7.648183,-10.841575,62.927948
26/01/2021;09:09:32,9.208934,3.857685,19.395533,21.565701,7.553079,-11.006129,63.288155
26/01/2021;09:09:33,9.177867,3.861499,19.411066,21.603935,7.459777,-11.205939,63.678036
26/01/2021;09:09:34,9.150267,3.86715,19.424866,21.638041,7.354756,-11.411922,64.020844
26/01/2021;09:09:35,9.120133,3.870739,19.439934,21.673555,7.252891,-11.672257,64.399918
26/01/2021;09:09:36,9.088667,3.873212,19.455666,21.706839,7.146968,-11.958634,64.786697
26/01/2021;09:09:37,9.061067,3.872303,19.469467,21.737808,7.146968,-11.958634,64.786697
26/01/2021;09:09:38,9.029867,3.867059,19.485067,21.769318,7.053216,-12.246369,65.12188
26/01/2021;09:09:39,9.029867,3.867059,19.485067,21.769318,6.947745,-12.537493,65.427635
