REPORT START/STOP
Start Time,18/01/2021,15:41:45
End Time,18/01/2021,17:44:13

Program,R410A_pi_5.5
Batch,Jumo,,,,,,,,,,,,,,
Product,HE,,,,,,,,,,,,,,

REPORT DESCRIPTION

RECORDED VALUES : FR_1
Date;Time,R1.P1.Setpoint_value,R1.P1.Process_value,R1.P2.Setpoint_value,R1.P2.Process_value,R2.t1.Setpoint_value,R2.t1.Process_value,R2.t2.Process_value
18/01/2021;15:41:45,11.989599,13.902609,18.005199,13.891007,?,17.508911,21.569548
18/01/2021;15:41:46,11.9616,13.902817,18.019199,13.890465,16.941856,17.500275,21.572401
18/01/2021;15:41:47,11.934134,13.903732,18.032932,13.890786,16.847198,17.494766,21.576672
18/01/2021;15:41:48,11.902933,13.90428,18.048534,13.892079,16.753448,17.498463,21.570715
18/01/2021;15:41:49,11.902933,13.90428,18.048534,13.892079,16.636707,17.497446,21.563
18/01/2021;15:41:50,11.8748,13.903198,18.062599,13.892237,16.553772,17.495155,21.571087
18/01/2021;15:41:51,11.843734,13.90428,18.078133,13.891659,16.460472,17.501661,21.581316
18/01/2021;15:41:52,11.816133,13.903253,18.091932,13.892366,16.343281,17.512819,21.576153
18/01/2021;15:41:53,11.788134,13.904,18.105934,13.891829,16.272064,17.512825,21.574509
18/01/2021;15:41:54,11.756933,13.904577,18.121532,13.893825,16.167046,17.509581,21.551733
18/01/2021;15:41:55,11.725866,13.903395,18.137066,13.893294,16.061573,17.512852,21.543661
18/01/2021;15:41:56,11.698,13.903883,18.151001,13.89377,15.979087,17.52005,21.543295
18/01/2021;15:41:57,11.670267,13.904329,18.164867,13.893723,15.873616,17.524254,21.554007
18/01/2021;15:41:58,11.642534,13.905629,18.178734,13.893503,15.768144,17.530119,21.555275
18/01/2021;15:41:59,11.6112,13.904863,18.194401,13.893585,15.768144,17.530119,21.555275
18/01/2021;15:42:00,11.583467,13.904971,18.208267,13.894499,15.685662,17.534727,21.556389
18/01/2021;15:42:01,11.583467,13.904971,18.208267,13.894499,15.580188,17.540625,21.543364
18/01/2021;15:42:02,11.555733,13.904593,18.222134,13.89467,15.474715,17.543793,21.555698
18/01/2021;15:42:03,11.524401,13.905544,18.237801,13.894621,15.392234,17.541447,21.555433
18/01/2021;15:42:04,11.496667,13.906102,18.251667,13.893579,15.29848,17.53454,21.558136
18/01/2021;15:42:05,11.468933,13.906486,18.265533,13.894316,15.193007,17.520557,21.55344
