REPORT START/STOP
Start Time,25/01/2021,11:25:33
End Time,25/01/2021,13:38:31

Program,R410A_diverse
Batch,Jumo,,,,,,,,,,,,,,
Product,HE,,,,,,,,,,,,,,

REPORT DESCRIPTION

RECORDED VALUES : FR_1
Date;Time,R1.P1.Setpoint_value,R1.P1.Process_value,R1.P2.Setpoint_value,R1.P2.Process_value,R2.t1.Setpoint_value,R2.t1.Process_value,R2.t2.Process_value
25/01/2021;11:27:41,11.1491,7.154604,24.254499,32.499355,20.507483,13.690482,99.496223
25/01/2021;11:27:42,11.142166,7.158606,24.289165,32.487289,20.487255,13.901673,99.555191
25/01/2021;11:27:43,11.135266,7.162484,24.323666,32.4786,20.464401,14.114708,99.616081
25/01/2021;11:27:44,11.126567,7.170974,24.367167,32.469788,20.446701,14.345993,99.699501
25/01/2021;11:27:45,11.118767,7.186408,24.406166,32.459282,20.423944,14.56349,99.776695
25/01/2021;11:27:46,11.1101,7.206968,24.449499,32.453976,20.403717,14.778348,99.862206
25/01/2021;11:27:47,11.103133,7.220948,24.484333,32.452789,20.383392,14.999884,99.964066
25/01/2021;11:27:48,11.095333,7.239403,24.523333,32.455025,20.383392,14.999884,99.964066
25/01/2021;11:27:49,11.095333,7.239403,24.523333,32.455025,20.360636,15.249998,100.055748
25/01/2021;11:27:50,11.088333,7.254549,24.558332,32.45295,20.342936,15.483643,100.142776
25/01/2021;11:27:51,11.081433,7.267916,24.592833,32.453049,20.320082,15.743425,100.256432
25/01/2021;11:27:52,11.073633,7.289034,24.631832,32.451817,20.299854,15.964386,100.330505
25/01/2021;11:27:53,11.066633,7.319484,24.666834,32.452183,20.279335,16.216093,100.389626
25/01/2021;11:27:54,11.0597,7.346307,24.7015,32.455448,20.259205,16.47646,100.477798
25/01/2021;11:27:55,11.0528,7.3724,24.736,32.459167,20.236546,16.729921,100.533279
25/01/2021;11:27:56,11.0458,7.410671,24.771,32.462181,20.216122,16.9778,100.584534
25/01/2021;11:27:57,11.038867,7.446142,24.805666,32.469707,20.195894,17.233892,100.607635
25/01/2021;11:27:58,11.0311,7.48201,24.8445,32.479633,20.175764,17.478928,100.626091
25/01/2021;11:27:59,11.0241,7.514985,24.879499,32.490623,20.152813,17.7806,100.655357
25/01/2021;11:28:00,11.016334,7.550872,24.918333,32.502029,20.132584,18.048376,100.673958
25/01/2021;11:28:01,11.0094,7.586713,24.952999,32.511044,20.112453,18.332466,100.70118
25/01/2021;11:28:02,11.0024,7.627095,24.987999,32.52071,20.112453,18.332466,100.70118
25/01/2021;11:28:03,11.0024,7.627095,24.987999,32.52071,20.089502,18.635633,100.706795
25/01/2021;11:28:04,10.994634,7.670854,25.026833,32.531464,20.069372,18.916414,100.681396
25/01/2021;11:28:05,10.986834,7.710714,25.065834,32.539368,20.044086,19.190159,100.696915
25/01/2021;11:28:06,10.979867,7.741574,25.100666,32.54784,20.026291,19.460678,100.723335
25/01/2021;11:28:07,10.972934,7.776044,25.135334,32.557709,20.006062,19.734711,100.734245
25/01/2021;11:28:08,10.966,7.80838,25.17,32.566208,19.980778,20.011574,100.762741
25/01/2021;11:28:09,10.959033,7.846781,25.204834,32.573753,19.96298,20.293974,100.76413
25/01/2021;11:28:10,10.951233,7.881065,25.243834,32.582451,19.942753,20.563686,100.769829
25/01/2021;11:28:11,10.9443,7.907979,25.2785,32.598469,19.917467,20.84486,100.77803
25/01/2021;11:28:12,10.937333,7.913524,25.313334,32.612144,19.89967,21.103518,100.766388
25/01/2021;11:28:13,10.9298,7.903558,25.351,32.607738,19.877693,21.357792,100.773277
25/01/2021;11:28:14,10.922867,7.901808,25.385666,32.602585,19.857464,21.606325,100.788116
25/01/2021;11:28:15,10.915934,7.913166,25.420334,32.593079,19.857464,21.606325,100.788116
25/01/2021;11:28:16,10.915934,7.913166,25.420334,32.593079,19.837236,21.836227,100.80777
25/01/2021;11:28:17,10.908967,7.930058,25.455166,32.58511,19.816912,22.069921,100.836121
25/01/2021;11:28:18,10.9003,7.965591,25.498501,32.583054,19.796682,22.275904,100.871552
25/01/2021;11:28:19,10.8933,7.992641,25.533501,32.582493,19.776455,22.49378,100.916054
25/01/2021;11:28:20,10.886367,8.027216,25.568167,32.579147,19.753601,22.703283,100.950462
25/01/2021;11:28:21,10.879467,8.055731,25.602667,32.577385,19.735901,22.885338,100.975342
25/01/2021;11:28:22,10.8716,8.088886,25.642,32.574768,19.712852,23.09404,101.011986
25/01/2021;11:28:23,10.864667,8.123162,25.676666,32.572357,19.69282,23.261848,101.055527
25/01/2021;11:28:24,10.8569,8.154878,25.7155,32.56776,19.672592,23.428722,101.081825
25/01/2021;11:28:25,10.850767,8.177175,25.746166,32.562195,19.652073,23.57649,101.089325
25/01/2021;11:28:26,10.843833,8.200699,25.780834,32.558975,19.634567,23.691792,101.079826
25/01/2021;11:28:27,10.836067,8.227247,25.819666,32.549957,19.611811,23.826077,101.067444
25/01/2021;11:28:28,10.829066,8.248047,25.854666,32.543163,19.591291,23.936396,101.064514
25/01/2021;11:28:29,10.829066,8.248047,25.854666,32.543163,19.571257,24.031614,101.054092
25/01/2021;11:28:30,10.821301,8.268731,25.893499,32.531975,19.551029,24.12569,101.022461
25/01/2021;11:28:31,10.814366,8.287237,25.928165,32.520473,19.530607,24.201683,101.01104
25/01/2021;11:28:32,10.806534,8.318652,25.967333,32.509502,19.507851,24.257282,101.003998
25/01/2021;11:28:33,10.7996,8.343507,26.001999,32.498764,19.507851,24.257282,101.003998
25/01/2021;11:28:34,10.792666,8.360413,26.036667,32.487206,19.48772,24.309658,100.985023
25/01/2021;11:28:35,10.7857,8.383192,26.071499,32.475403,19.467199,24.348957,100.976524
25/01/2021;11:28:36,10.778767,8.402501,26.106167,32.462986,19.44454,24.371574,100.945023
25/01/2021;11:28:37,10.770967,8.419378,26.145166,32.447834,19.42441,24.376144,100.899895
25/01/2021;11:28:38,10.763133,8.434876,26.184334,32.429489,19.401459,24.366184,100.847343
25/01/2021;11:28:39,10.7562,8.444363,26.219,32.411617,19.383759,24.350552,100.816025
25/01/2021;11:28:40,10.749267,8.450461,26.253666,32.388203,19.358572,24.327785,100.773987
25/01/2021;11:28:41,10.749267,8.450461,26.253666,32.388203,19.340677,24.290426,100.728806
