REPORT START/STOP
Start Time,26/01/2021,14:59:42
End Time,26/01/2021,16:51:39

Program,R410A_wiederholgenaui
Batch,Jumo,,,,,,,,,,,,,,
Product,HE,,,,,,,,,,,,,,

REPORT DESCRIPTION

RECORDED VALUES : FR_1
Date;Time,R1.P1.Setpoint_value,R1.P1.Process_value,R1.P2.Setpoint_value,R1.P2.Process_value,R2.t1.Setpoint_value,R2.t1.Process_value,R2.t2.Process_value
26/01/2021;15:01:34,6.502867,4.620734,19.497133,26.765228,-0.637237548828125,-2.47812,82.698105
26/01/2021;15:01:35,6.487267,4.606783,19.512733,26.741112,-0.702427864074707,-2.573781,82.943222
26/01/2021;15:01:36,6.473333,4.597275,19.526667,26.721155,-0.7548313140869141,-2.633769,83.13414
26/01/2021;15:01:37,6.457733,4.586934,19.542267,26.697916,-0.8069839477539063,-2.69599,83.33268
26/01/2021;15:01:38,6.443867,4.579336,19.556133,26.679241,-0.8591365814208984,-2.750102,83.506195
26/01/2021;15:01:39,6.429934,4.569767,19.570066,26.658909,-0.9180583953857422,-2.803533,83.711082
26/01/2021;15:01:40,6.414333,4.561,19.585667,26.636463,-0.9767303466796875,-2.845647,83.910828
26/01/2021;15:01:41,6.400467,4.555131,19.599533,26.616936,-1.029385,-2.88164,84.115921
26/01/2021;15:01:42,6.386534,4.548499,19.613466,26.595797,-1.029385,-2.88164,84.115921
26/01/2021;15:01:43,6.370867,4.540648,19.629133,26.573547,-1.081536,-2.917663,84.334435
26/01/2021;15:01:44,6.356867,4.535995,19.643133,26.551949,-1.139957,-2.954126,84.52478
26/01/2021;15:01:45,6.356867,4.535995,19.643133,26.551949,-1.199131,-2.99066,84.7304
26/01/2021;15:01:46,6.3396,4.533373,19.6604,26.526384,-1.251033,-3.000957,84.911079
26/01/2021;15:01:47,6.324067,4.531946,19.675934,26.500948,-1.309704,-3.00153,85.085388
26/01/2021;15:01:48,6.310067,4.526781,19.689934,26.480968,-1.355839,-2.998013,85.263657
26/01/2021;15:01:49,6.296267,4.52372,19.703733,26.458158,-1.407741,-2.985677,85.443199
