P1_Set,P1_Process,P2_Set,P2_Process,T1_Set,T1_Process,T2_Process,P7_Set,P7_Process,T7_Set,T7_Process,Volt_Set,Volt_Process,T_Amb_Set,T_Amb_Process,TWI,TWO,Frequency,Volt1,Volt2,Volt3,Power,Current1,Current2,Current3,THD1,THD2,THD3,Oiltemp,MF_Suc,Dens_Suc,T_Suc,MF_Dis,Dens_Dis,T_Dis,MF_Oil,Dens_Oil,h1,s1,v1,cp1,te,h2,s2,v2,cp2,tc,h2is,t2is,v2is,cp2is
9,9.103918,22.5,22.818457,13.209,13.120962,87.475143,NaN,0.995247483253479,NaN,26.843657,400,400.267395,25,27.76758,9.0825,32.325531,50.005241,402.094482,399.362427,399.383392,4566.892578,10.121227,9.517295,9.502376,1.611941,1.595443,1.54468,33.179218,69.525894,26.002546,13.967789,69.726036,42.182476,85.07093,NaN,612.136841,527.542712516782,2.18274377405283,0.0430270212257807,1.16455729743126,3.57711549787422,584.937369794377,2.23544997565894,0.0214541944217865,1.20018639066821,36.6463912600286,566.33545436421,72.3347181316611,0.0198313632781042,1.26371762230202
9,9.103436,22.5,22.812576,13.209,13.120962,87.475143,NaN,0.993400096893311,NaN,26.843657,400,400.267395,25,27.76758,9.082619,32.341755,50.005241,402.094482,399.362427,399.383392,4566.892578,10.121227,9.517295,9.502376,1.611941,1.595443,1.54468,33.179218,69.525894,26.002546,13.967789,69.726036,42.182476,85.07093,NaN,612.136841,527.544277316089,2.1827564849725,0.0430297379654184,1.16452725743723,3.57541669992702,584.946611832004,2.23551059591959,0.0214607952137599,1.20008595563107,36.6360295473157,566.328181475727,72.3201965967016,0.0198361235890471,1.26365330047064
9,9.103454,22.5,22.809687,13.209,13.128066,87.515724,NaN,0.995422065258026,NaN,26.821932,400,400.216553,25,27.774372,9.082548,32.312572,50.005241,401.994568,399.255005,399.185272,4567.012207,10.143119,9.527156,9.511889,1.604113,1.581113,1.542792,33.188736,69.447525,25.985691,13.987736,69.743355,42.241936,85.040779,0.41671022772789,650.380432,527.552491457681,2.182784907644,0.0430315098832984,1.16446302008351,3.5754801417379,584.999847888339,2.23567540364347,0.0214682222688853,1.19991464408811,36.630938687719,566.332269554348,72.3191251190178,0.0198391417116405,1.26358729930118
9,9.102702,22.5,22.804962,13.209,13.135067,87.587669,NaN,0.994021713733673,NaN,26.823214,400,400.174316,25,27.777758,9.090866,32.185295,50.005241,401.994568,399.255005,399.185272,4567.012207,10.143119,9.527156,9.511889,1.604113,1.581113,1.542792,33.188736,69.447525,25.985691,13.987736,69.743355,42.241936,85.040779,0.41671022772789,650.380432,527.563084253816,2.18283321321482,0.0430375952497772,1.16435180422071,3.57282960296567,585.093583556644,2.23596340453384,0.0214809451351358,1.19961842566357,36.622611463089,566.339582433231,72.3178689841971,0.0198441350872448,1.26347655420088
9,9.100276,22.5,22.799524,13.209,13.141149,87.634972,NaN,0.994648158550262,NaN,26.81975,400,400.159637,25,27.771545,9.083408,32.209305,50.005241,402.102448,399.406372,399.386139,4566.827148,10.117658,9.512831,9.493736,1.60309,1.578655,1.532111,33.200226,69.482933,25.963186,14.005519,69.637222,42.258457,85.034821,NaN,609.777527,527.578037737877,2.18292192195907,0.0430528799698886,1.16414489749405,3.56427766564957,585.158855441904,2.23617672066915,0.0214919321008799,1.19938451336509,36.6130260474538,566.359435712278,72.3254767550306,0.0198508982171109,1.26329783316809
9,9.096866,22.5,22.796257,13.209,13.138912,87.630478,NaN,0.994787275791168,NaN,26.814713,400,400.227692,25,27.778685,9.08639,32.231934,50.005241,401.973907,399.260834,399.235443,4563.554199,10.108567,9.511065,9.480697,1.611881,1.581687,1.540743,33.234203,69.584984,25.974619,13.996408,69.462929,42.16621,85.073647,NaN,635.677185,527.586497478707,2.18300276289033,0.0430715319502489,1.16395324300187,3.55225409363129,585.158589755482,2.2361954473203,0.0214951427653465,1.19934236243793,36.6072665623702,566.380878670952,72.3375817347955,0.019855806334656,1.26314787203193
9,9.095339,22.5,22.793478,13.209,13.149227,87.61805,NaN,0.994827628135681,NaN,26.80307,400,400.259338,25,27.791059,9.088841,32.223721,50.005241,401.973907,399.260834,399.235443,4563.554199,10.108567,9.511065,9.480697,1.611881,1.581687,1.540743,33.234203,69.584984,25.974619,13.996408,69.462929,42.16621,85.073647,NaN,635.677185,527.603456050915,2.18308497367838,0.0430828739364577,1.16376370782602,3.54686882504262,585.148043463616,2.2361827730921,0.0214969876832357,1.19933218351457,36.6023668940799,566.40376348609,72.3515581262748,0.0198603941273305,1.26299958964843
9,9.094268,22.5,22.78723,13.209,13.161344,87.56562,NaN,0.994002103805542,NaN,26.790482,400,400.237915,25,27.797112,9.092472,32.222069,49.998878,402.007935,399.256653,399.241089,4563.245605,10.115513,9.516847,9.505694,1.61627,1.597332,1.549874,33.218346,69.446068,25.978607,13.988109,69.663101,42.185291,85.061493,NaN,618.888,527.621029510544,2.18316247183016,0.0430921185130021,1.16358618055632,3.54309132260101,585.094964536042,2.23607286872762,0.021498612603149,1.19938243944067,36.5913493632163,566.418128328036,72.3536206954942,0.0198674241817962,1.26283236079532
9,9.092381,22.5,22.784203,13.209,13.168447,87.507942,NaN,0.994290590286255,NaN,26.770014,400,400.206543,25,27.79254,9.104198,32.1964,49.998878,402.192932,399.423462,399.400848,4561.890137,10.132935,9.524762,9.51431,1.622733,1.598168,1.55948,33.18713,69.30024,25.979475,13.989153,69.773521,42.145073,85.107697,NaN,627.502075,527.635411723961,2.18324110860057,0.0431046526208321,1.16340400387767,3.53643490362731,585.030535131022,2.23591228019811,0.0214960711988009,1.19950342365469,36.5860108220278,566.439283523054,72.3658627453619,0.0198720903306352,1.26268790303069
9,9.092381,22.5,22.784203,13.209,13.169572,87.448135,NaN,0.994290590286255,NaN,26.738064,400,400.260834,25,27.794304,9.089801,32.148575,49.998878,402.192932,399.423462,399.400848,4561.890137,10.132935,9.524762,9.51431,1.622733,1.598168,1.55948,33.18713,69.30024,25.979475,13.989153,69.773521,42.145073,85.107697,NaN,627.502075,527.636720547679,2.18324567980847,0.0431049493611703,1.16339371784214,3.53643490362731,584.958791069549,2.23571333820213,0.0214899016338964,1.19968274861691,36.5860108220278,566.440862950783,72.3671135945542,0.0198722303926047,1.26268084397529
9,9.090216,22.5,22.779179,13.209,13.177421,87.393265,NaN,0.994697034358978,NaN,26.740377,400,400.276184,25,27.801128,9.089567,32.102749,49.998878,402.157715,399.522217,399.453857,4564.351563,10.140514,9.514939,9.524716,1.632509,1.61317,1.564539,33.208862,69.411278,25.970699,14.009626,69.685066,42.073936,85.133682,0.619286119937897,671.488892,527.652868603377,2.18333467643704,0.0431192564404091,1.16318762583473,3.52879654745681,584.90085900983,2.23558261339535,0.0214898941784028,1.199761816532,36.5771491043358,566.461627773043,72.3760732887627,0.0198787050412478,1.26250533575039
9,9.088874,22.5,22.773335,13.209,13.182514,87.365501,NaN,0.994471549987793,NaN,26.763653,400,400.321259,25,27.802032,9.097706,31.99464,49.998878,402.157715,399.522217,399.453857,4564.351563,10.140514,9.514939,9.524716,1.632509,1.61317,1.564539,33.208862,69.411278,25.970699,14.009626,69.685066,42.073936,85.133682,0.619286119937897,671.488892,527.663141293068,2.18339076519829,0.0431281879350656,1.16305788609052,3.52406113366425,584.876738144788,2.23555054642316,0.0214936082925891,1.19974545295443,36.5668391454047,566.469388938793,72.3735127804599,0.0198847856900425,1.2623744512042
9,9.085557,22.5,22.768476,13.209,13.182514,87.365501,NaN,0.995168626308441,NaN,26.763653,400,400.321259,25,27.802032,9.101034,31.925634,49.998878,402.123566,399.438934,399.379791,4562.72998,10.115784,9.508338,9.474815,1.618982,1.603275,1.553055,33.189678,69.260933,25.93553,14.048437,69.656273,42.038185,85.151787,NaN,660.680054,527.673888697154,2.18347827232567,0.0431469526167301,1.16285221924545,3.51235441562073,584.884379085904,2.23560071351721,0.0214990816434883,1.19966240660728,36.5582653937208,566.489961554833,72.3825702772505,0.0198910966967712,1.26220266870865
9,9.085521,22.5,22.765959,13.209,13.179472,87.357704,NaN,0.994630694389343,NaN,26.769814,400,400.340759,25,27.796202,9.112358,31.852468,49.998878,402.197723,399.550995,399.465179,4564.208984,10.114549,9.513866,9.508099,1.623644,1.612234,1.561152,33.216324,69.315933,25.884064,14.086747,69.489487,42.047153,85.12159,NaN,667.759705,527.670467899515,2.18346686779816,0.043146353739721,1.1628777216599,3.5122273427495,584.87898345289,2.23560075773612,0.021501112663684,1.19964283199618,36.553823578571,566.481014199063,72.3717309575008,0.0198926272022485,1.26220112856921
9,9.080318,22.5,22.760643,13.209,13.18707,87.370682,NaN,0.994554400444031,NaN,26.775669,400,400.372589,25,27.790268,9.09804,31.82016,49.998878,402.197723,399.550995,399.465179,4564.208984,10.114549,9.513866,9.508099,1.623644,1.612234,1.561152,33.216324,69.315933,25.884064,14.086747,69.489487,42.047153,85.12159,NaN,667.759705,527.696156493391,2.18363501390977,0.0431778197876731,1.16248611998235,3.49385777339836,584.902910514329,2.2356988370972,0.0215084448990062,1.19951300280686,36.5444410734029,566.528537488066,72.4014656521652,0.0199017562691693,1.26190185324153
9,9.080218,22.5,22.7579,13.209,13.213012,87.360695,NaN,0.994420170783997,NaN,26.7768,400,400.403076,25,27.781996,9.08031,31.86903,49.998878,402.136688,399.443695,399.312439,4562.040039,10.142078,9.532134,9.517863,1.635332,1.622388,1.572166,33.221832,69.25174,25.872831,14.100233,69.353157,42.055157,85.119217,1.407647,656.136108,527.726634362094,2.18374295761365,0.043185231840955,1.16224408319281,3.49350463810265,584.895243906655,2.23569393700943,0.02151050640364,1.19949613289128,36.5395991505857,566.560378947934,72.4226142086067,0.019907118030144,1.26171503296505
9,9.076993,22.5,22.754421,13.209,13.23745,87.398262,NaN,0.994799196720123,NaN,26.780033,400,400.361145,25,27.779079,9.098422,31.928621,50.005478,401.59082,399.452209,399.021271,4563.554688,10.044557,9.505194,9.530136,1.637148,1.618686,1.564423,33.211895,69.295197,25.892193,14.098718,69.401947,41.966248,85.175171,NaN,636.22345,527.765468647574,2.18392721066387,0.0432099595485313,1.1618230466777,3.48211444604414,584.945771183232,2.23585484518133,0.0215183102171265,1.19932401916845,36.5334574104607,566.617128301475,72.4624163802591,0.0199153726982575,1.26140567771433
9,9.076033,22.5,22.748747,13.209,13.249212,87.419228,NaN,0.994643032550812,NaN,26.778988,400,400.272522,25,27.776707,9.099865,31.928591,50.005478,401.59082,399.452209,399.021271,4563.554688,10.044557,9.505194,9.530136,1.637148,1.618686,1.564423,33.211895,69.295197,25.892193,14.098718,69.401947,41.966248,85.175171,NaN,636.22345,527.782238335406,2.18400025096181,0.0432185069288985,1.16165726196221,3.47872328556412,584.979830821075,2.2359831781043,0.0215268782023728,1.19916441935855,36.5234391462954,566.631070207598,72.4650208954836,0.0199218606173374,1.26125054738607
9,9.075719,22.5,22.745417,13.209,13.254812,87.427338,NaN,0.993427515029907,NaN,26.770117,400,400.097351,25,27.768913,9.08754,31.926189,50.005478,401.744141,399.444458,399.004456,4555.922363,10.065926,9.527935,9.514662,1.647469,1.61557,1.576369,33.20134,69.181053,25.904718,14.092624,69.611526,42.028522,85.120163,NaN,662.116272,527.789758912931,2.1840312482643,0.0432217653288687,1.16158721045375,3.47761403455934,584.994787461678,2.23604454109882,0.0215314750661508,1.19908337039051,36.5175586706529,566.635148761079,72.4632961760696,0.0199253053896245,1.26117772663646
9,9.074386,22.5,22.740648,13.209,13.260078,87.472046,NaN,0.99317455291748,NaN,26.775089,400,400.072815,25,27.759064,9.085135,31.951845,50.005478,401.810303,399.575623,399.154205,4553.44043,10.031782,9.51679,9.495061,1.627922,1.601078,1.554302,33.209824,69.053467,25.878084,14.111632,69.486008,42.082977,85.095604,0.96161425113678,661.877502,527.800185868282,2.1840877726792,0.0432307166843143,1.16145735640488,3.47290469327953,585.055881316557,2.23624244642794,0.0215414784074812,1.19886858506152,36.5091359171693,566.645180731001,72.4641496168202,0.0199306127397808,1.26105487283576
9,9.072991,22.5,22.737125,13.209,13.263036,87.530594,NaN,0.994330227375031,NaN,26.783361,400,400.116425,25,27.762154,9.081091,31.920731,50.005478,401.810303,399.575623,399.154205,4553.44043,10.031782,9.51679,9.495061,1.627922,1.601078,1.554302,33.209824,69.053467,25.878084,14.111632,69.486008,42.082977,85.095604,0.96161425113678,661.877502,527.808131508644,2.1841365728465,0.0432394132758216,1.16134460105226,3.46797575204647,585.131595548502,2.2364734314728,0.0215515050319222,1.19863424843108,36.5029129234735,566.65502453809,72.4667099629095,0.0199347509660039,1.26095335858955
9,9.072991,22.5,22.737125,13.209,13.266708,87.598297,NaN,0.994330227375031,NaN,26.819258,400,400.091125,25,27.763863,9.085434,31.890867,50.005478,401.655487,399.358002,398.998108,4551.031738,10.030537,9.519618,9.508065,1.629001,1.590769,1.551874,33.195789,69.286026,25.878031,14.118578,69.354309,42.005428,85.118294,NaN,634.462646,527.812395905113,2.18415146172584,0.0432403821012305,1.1613114296297,3.46797575204647,585.212739873361,2.23669838593836,0.0215584946661528,1.19843318034667,36.5029129234735,566.660170414052,72.4707909405622,0.0199352080527772,1.26093056353774
